time,G(i),H_sun,T2m,WS10m,Int
20201005:1709,11.76,2.43,31.32,3.79,0.0
20201005:1809,0.0,0.0,29.28,5.03,0.0
20201005:1909,0.0,0.0,27.66,5.03,0.0
20201005:2009,0.0,0.0,26.36,4.48,0.0
20201005:2109,0.0,0.0,25.04,4.21,0.0
20201005:2209,0.0,0.0,23.74,4.55,0.0
20201005:2309,0.0,0.0,22.83,4.76,0.0
20201006:0009,0.0,0.0,21.92,5.1,0.0
20201006:0109,0.0,0.0,21.08,5.59,0.0
20201006:0209,0.0,0.0,20.11,5.93,0.0
20201006:0309,0.0,0.0,19.15,5.72,0.0
20201006:0409,0.0,0.0,18.25,5.38,0.0
20201006:0509,0.0,0.0,17.4,5.1,0.0
20201006:0609,52.61,5.01,16.65,5.1,0.0
20201006:0709,335.7,17.3,17.33,5.79,0.0
20201006:0809,554.93,28.94,19.06,7.1,0.0
20201006:0909,767.06,39.37,20.98,7.31,0.0
20201006:1009,928.13,47.59,22.68,6.97,0.0
20201006:1109,942.87,52.07,24.04,6.34,0.0
20201006:1209,926.46,51.47,25.05,5.72,0.0
20201006:1309,915.48,45.99,25.72,5.38,0.0
20201006:1409,760.05,37.15,26.11,5.1,0.0
20201006:1509,507.81,26.38,26.09,5.03,0.0
20201006:1609,190.85,14.55,25.74,5.03,0.0
20201006:1709,0.0,0.0,24.99,4.97,0.0
20201006:1809,0.0,0.0,23.98,4.14,0.0
20201006:1909,0.0,0.0,23.29,4.07,0.0
20201006:2009,0.0,0.0,22.4,3.72,0.0
20201006:2109,0.0,0.0,21.49,3.38,0.0
20201006:2209,0.0,0.0,20.59,2.97,0.0
20201006:2309,0.0,0.0,19.69,2.69,0.0
20201007:0009,0.0,0.0,18.78,2.55,0.0
20201007:0109,0.0,0.0,17.88,2.48,0.0
20201007:0209,0.0,0.0,17.02,2.48,0.0
20201007:0309,0.0,0.0,16.3,2.62,0.0
20201007:0409,0.0,0.0,15.74,2.9,0.0
20201007:0509,0.0,0.0,15.17,3.24,0.0
20201007:0609,50.75,4.85,14.65,3.38,0.0
20201007:0709,331.44,17.13,16.09,2.97,0.0
20201007:0809,553.93,28.74,19.53,3.31,0.0
20201007:0909,772.82,39.12,21.65,3.72,0.0
20201007:1009,927.9,47.28,22.95,3.45,0.0
20201007:1109,942.77,51.7,24.07,3.24,0.0
20201007:1209,934.26,51.08,25.0,3.17,0.0
20201007:1309,920.53,45.62,25.7,2.97,0.0
20201007:1409,741.74,36.82,26.2,2.83,0.0
20201007:1509,468.29,26.08,26.42,2.76,0.0
20201007:1609,254.69,14.27,26.29,2.69,0.0
20201007:1709,0.0,0.0,25.82,2.34,0.0
20201007:1809,0.0,0.0,24.96,1.72,0.0
20201007:1909,0.0,0.0,24.15,2.07,0.0
20201007:2009,0.0,0.0,23.06,2.28,0.0
20201007:2109,0.0,0.0,21.88,2.21,0.0
20201007:2209,0.0,0.0,20.5,1.79,0.0
20201007:2309,0.0,0.0,20.41,1.1,0.0
20201008:0009,0.0,0.0,20.6,0.69,0.0
20201008:0109,0.0,0.0,19.87,1.1,0.0
20201008:0209,0.0,0.0,17.11,1.93,0.0
20201008:0309,0.0,0.0,15.86,2.62,0.0
20201008:0409,0.0,0.0,15.01,2.83,0.0
20201008:0509,0.0,0.0,14.32,2.83,0.0
20201008:0609,59.49,4.7,13.87,2.9,0.0
20201008:0709,346.8,16.96,15.15,2.41,0.0
20201008:0809,566.02,28.54,19.61,2.55,0.0
20201008:0909,769.97,38.87,22.5,3.17,0.0
20201008:1009,938.45,46.97,24.32,4.07,0.0
20201008:1109,969.18,51.33,25.73,4.55,0.0
20201008:1209,914.85,50.69,26.78,4.62,0.0
20201008:1309,910.4,45.26,27.48,4.62,0.0
20201008:1409,709.36,36.49,27.9,4.69,0.0
20201008:1509,517.22,25.78,27.95,4.76,0.0
20201008:1609,257.59,13.99,27.58,4.83,0.0
20201008:1709,0.0,0.0,26.76,4.48,0.0
20201008:1809,0.0,0.0,25.45,3.79,0.0
20201008:1909,0.0,0.0,24.29,3.86,0.0
20201008:2009,0.0,0.0,23.17,3.52,0.0
20201008:2109,0.0,0.0,22.06,3.24,0.0
20201008:2209,0.0,0.0,21.01,2.83,0.0
20201008:2309,0.0,0.0,19.9,2.55,0.0
20201009:0009,0.0,0.0,18.81,2.41,0.0
20201009:0109,0.0,0.0,17.84,2.48,0.0
20201009:0209,0.0,0.0,17.06,2.76,0.0
20201009:0309,0.0,0.0,16.36,2.97,0.0
20201009:0409,0.0,0.0,15.75,3.17,0.0
20201009:0509,0.0,0.0,15.18,3.31,0.0
20201009:0609,39.71,4.55,14.68,3.38,0.0
20201009:0709,329.86,16.78,15.88,2.9,0.0
20201009:0809,550.01,28.33,19.79,3.31,0.0
20201009:0909,763.08,38.62,22.23,4.07,0.0
20201009:1009,922.51,46.65,23.91,4.62,0.0
20201009:1109,935.21,50.96,25.23,4.9,0.0
20201009:1209,910.59,50.3,26.28,4.76,0.0
20201009:1309,880.3,44.89,27.03,4.69,0.0
20201009:1409,733.83,36.16,27.47,4.69,0.0
20201009:1509,525.17,25.48,27.53,4.62,0.0
20201009:1609,253.72,13.71,27.19,4.62,0.0
20201009:1709,0.0,0.0,26.4,4.28,0.0
20201009:1809,0.0,0.0,25.17,3.59,0.0
20201009:1909,0.0,0.0,24.09,3.66,0.0
20201009:2009,0.0,0.0,23.02,3.52,0.0
20201009:2109,0.0,0.0,21.98,3.24,0.0
20201009:2209,0.0,0.0,20.98,2.97,0.0
20201009:2309,0.0,0.0,19.92,2.48,0.0
20201010:0009,0.0,0.0,18.73,2.14,0.0
20201010:0109,0.0,0.0,17.74,1.93,0.0
20201010:0209,0.0,0.0,16.9,2.07,0.0
20201010:0309,0.0,0.0,16.14,2.34,0.0
20201010:0409,0.0,0.0,15.55,2.76,0.0
20201010:0509,0.0,0.0,14.98,3.03,0.0
20201010:0609,39.37,4.39,14.32,3.03,0.0
20201010:0709,324.88,16.61,15.24,2.41,0.0
20201010:0809,552.78,28.12,19.59,2.21,0.0
20201010:0909,771.82,38.36,22.43,2.48,0.0
20201010:1009,905.28,46.34,24.15,2.62,0.0
20201010:1109,932.15,50.6,25.66,2.69,0.0
20201010:1209,914.44,49.92,26.86,2.55,0.0
20201010:1309,881.34,44.53,27.72,2.34,0.0
20201010:1409,734.71,35.83,28.25,2.0,0.0
20201010:1509,520.66,25.18,28.47,1.86,0.0
20201010:1609,255.68,13.44,28.33,1.79,0.0
20201010:1709,0.0,0.0,27.86,1.79,0.0
20201010:1809,0.0,0.0,26.75,2.14,0.0
20201010:1909,0.0,0.0,25.72,2.48,0.0
20201010:2009,0.0,0.0,24.5,2.69,0.0
20201010:2109,0.0,0.0,23.34,2.76,0.0
20201010:2209,0.0,0.0,22.26,2.62,0.0
20201010:2309,0.0,0.0,21.25,2.62,0.0
20201011:0009,0.0,0.0,20.37,2.83,0.0
20201011:0109,0.0,0.0,19.61,3.03,0.0
20201011:0209,0.0,0.0,18.96,3.31,0.0
20201011:0309,0.0,0.0,18.46,3.52,0.0
20201011:0409,0.0,0.0,18.07,3.79,0.0
20201011:0509,0.0,0.0,17.77,4.0,0.0
20201011:0609,33.71,4.24,17.49,4.21,0.0
20201011:0709,310.16,16.43,19.41,4.34,0.0
20201011:0809,560.82,27.91,22.89,4.55,0.0
20201011:0909,771.91,38.1,26.2,4.97,0.0
20201011:1009,893.62,46.02,28.68,5.45,0.0
20201011:1109,852.95,50.23,30.46,6.07,0.0
20201011:1209,0.0,0.0,31.77,6.62,0.0
20201011:1309,895.3,44.17,32.65,7.1,0.0
20201011:1409,748.94,35.51,33.18,7.59,0.0
20201011:1509,453.24,24.89,33.3,7.79,0.0
20201011:1609,241.87,13.17,33.04,7.72,0.0
20201011:1709,0.0,0.0,32.13,6.07,0.0
20201011:1809,0.0,0.0,30.45,4.83,0.0
20201011:1909,0.0,0.0,28.92,3.17,0.0
20201011:2009,0.0,0.0,27.56,4.07,0.0
20201011:2109,0.0,0.0,26.59,6.34,0.0
20201011:2209,0.0,0.0,25.19,6.83,0.0
20201011:2309,0.0,0.0,24.07,5.93,0.0
20201012:0009,0.0,0.0,22.89,5.03,0.0
20201012:0109,0.0,0.0,21.87,5.1,0.0
20201012:0209,0.0,0.0,20.81,5.72,0.0
20201012:0309,0.0,0.0,19.8,6.34,0.0
20201012:0409,0.0,0.0,18.76,6.69,0.0
20201012:0509,0.0,0.0,17.76,6.97,0.0
20201012:0609,38.82,4.08,16.79,6.83,0.0
20201012:0709,321.55,16.25,16.95,6.34,0.0
20201012:0809,558.36,27.7,17.93,8.07,0.0
20201012:0909,784.35,37.85,19.17,8.48,0.0
20201012:1009,905.27,45.7,20.4,8.28,0.0
20201012:1109,945.16,49.86,21.51,7.59,0.0
20201012:1209,1001.64,49.15,22.5,6.83,0.0
20201012:1309,907.61,43.81,23.18,6.28,0.0
20201012:1409,745.17,35.18,23.53,6.07,0.0
20201012:1509,511.63,24.6,23.49,5.72,0.0
20201012:1609,238.91,12.9,23.09,5.17,0.0
20201012:1709,0.0,0.0,22.38,4.0,0.0
20201012:1809,0.0,0.0,21.2,2.62,0.0
20201012:1909,0.0,0.0,20.27,2.0,0.0
20201012:2009,0.0,0.0,19.08,2.0,0.0
20201012:2109,0.0,0.0,17.9,2.41,0.0
20201012:2209,0.0,0.0,16.86,2.9,0.0
20201012:2309,0.0,0.0,15.79,3.03,0.0
20201013:0009,0.0,0.0,14.69,2.76,0.0
20201013:0109,0.0,0.0,13.64,2.41,0.0
20201013:0209,0.0,0.0,12.72,2.41,0.0
20201013:0309,0.0,0.0,11.85,2.21,0.0
20201013:0409,0.0,0.0,11.64,1.86,0.0
20201013:0509,0.0,0.0,11.98,1.59,0.0
20201013:0609,32.85,3.92,12.94,1.24,0.0
20201013:0709,309.96,16.07,13.54,1.03,0.0
20201013:0809,565.88,27.49,15.01,1.86,0.0
20201013:0909,783.46,37.59,17.65,3.31,0.0
20201013:1009,906.01,45.39,19.43,3.93,0.0
20201013:1109,937.96,49.5,21.02,4.0,0.0
20201013:1209,949.52,48.78,22.44,4.21,0.0
20201013:1309,899.08,43.45,23.63,4.76,0.0
20201013:1409,736.22,34.86,24.47,5.03,0.0
20201013:1509,520.18,24.31,24.88,5.03,0.0
20201013:1609,249.05,12.63,24.79,4.9,0.0
20201013:1709,0.0,0.0,24.05,4.21,0.0
20201013:1809,0.0,0.0,22.54,3.93,0.0
20201013:1909,0.0,0.0,21.38,4.55,0.0
20201013:2009,0.0,0.0,20.4,5.03,0.0
20201013:2109,0.0,0.0,19.6,5.31,0.0
20201013:2209,0.0,0.0,18.89,5.24,0.0
20201013:2309,0.0,0.0,18.23,5.03,0.0
20201014:0009,0.0,0.0,17.65,4.97,0.0
20201014:0109,0.0,0.0,17.13,4.9,0.0
20201014:0209,0.0,0.0,16.66,4.83,0.0
20201014:0309,0.0,0.0,16.22,4.76,0.0
20201014:0409,0.0,0.0,15.83,4.69,0.0
20201014:0509,0.0,0.0,15.46,4.69,0.0
20201014:0609,29.0,3.76,15.09,4.55,0.0
20201014:0709,303.52,15.89,16.08,4.9,0.0
20201014:0809,559.96,27.27,18.75,5.66,0.0
20201014:0909,782.55,37.32,21.38,6.76,0.0
20201014:1009,911.04,45.07,23.7,7.24,0.0
20201014:1109,1004.13,49.13,25.66,7.66,0.0
20201014:1209,1006.64,48.4,27.29,7.86,0.0
20201014:1309,922.84,43.1,28.57,8.07,0.0
20201014:1409,749.77,34.54,29.43,8.14,0.0
20201014:1509,511.28,24.02,29.83,8.14,0.0
20201014:1609,230.15,12.37,29.72,7.93,0.0
20201014:1709,0.0,0.0,28.66,6.28,0.0
20201014:1809,0.0,0.0,26.99,4.76,0.0
20201014:1909,0.0,0.0,25.89,4.28,0.0
20201014:2009,0.0,0.0,24.63,4.41,0.0
20201014:2109,0.0,0.0,23.53,3.93,0.0
20201014:2209,0.0,0.0,22.23,3.1,0.0
20201014:2309,0.0,0.0,20.85,3.1,0.0
20201015:0009,0.0,0.0,19.8,4.34,0.0
20201015:0109,0.0,0.0,19.71,7.1,0.0
20201015:0209,0.0,0.0,19.02,8.41,0.0
20201015:0309,0.0,0.0,18.11,7.86,0.0
20201015:0409,0.0,0.0,17.45,7.17,0.0
20201015:0509,0.0,0.0,16.79,6.69,0.0
20201015:0609,25.9,3.59,16.06,6.21,0.0
20201015:0709,312.61,15.71,16.7,5.72,0.0
20201015:0809,566.86,27.06,18.32,6.28,0.0
20201015:0909,785.8,37.06,19.93,6.41,0.0
20201015:1009,914.12,44.75,21.57,5.86,0.0
20201015:1109,1007.21,48.77,23.11,5.38,0.0
20201015:1209,988.06,48.02,24.32,4.83,0.0
20201015:1309,912.82,42.75,25.15,4.21,0.0
20201015:1409,741.12,34.23,25.61,3.45,0.0
20201015:1509,504.21,23.74,25.69,2.83,0.0
20201015:1609,241.36,12.11,25.42,2.21,0.0
20201015:1709,0.0,0.0,24.78,1.79,0.0
20201015:1809,0.0,0.0,23.65,2.0,0.0
20201015:1909,0.0,0.0,22.48,1.93,0.0
20201015:2009,0.0,0.0,21.15,2.0,0.0
20201015:2109,0.0,0.0,19.73,2.07,0.0
20201015:2209,0.0,0.0,18.51,2.14,0.0
20201015:2309,0.0,0.0,17.48,2.28,0.0
20201016:0009,0.0,0.0,16.52,2.34,0.0
20201016:0109,0.0,0.0,15.56,2.55,0.0
20201016:0209,0.0,0.0,14.75,3.31,0.0
20201016:0309,0.0,0.0,13.89,3.72,0.0
20201016:0409,0.0,0.0,13.24,3.79,0.0
20201016:0509,0.0,0.0,12.68,3.86,0.0
20201016:0609,28.14,3.43,12.23,4.21,0.0
20201016:0709,307.78,15.52,13.27,4.0,0.0
20201016:0809,561.76,26.84,16.02,4.9,0.0
20201016:0909,761.52,36.8,18.54,5.79,0.0
20201016:1009,850.41,44.43,20.46,6.0,0.0
20201016:1109,885.77,48.41,21.78,5.45,0.0
20201016:1209,1074.91,47.65,22.69,4.83,0.0
20201016:1309,962.89,42.4,23.37,4.48,0.0
20201016:1409,721.58,33.92,23.76,4.34,0.0
20201016:1509,513.67,23.45,23.84,4.28,0.0
20201016:1609,243.2,11.85,23.56,4.21,0.0
20201016:1709,0.0,0.0,22.85,3.66,0.0
20201016:1809,0.0,0.0,21.65,3.1,0.0
20201016:1909,0.0,0.0,20.63,2.76,0.0
20201016:2009,0.0,0.0,19.51,2.97,0.0
20201016:2109,0.0,0.0,18.33,3.24,0.0
20201016:2209,0.0,0.0,17.18,3.31,0.0
20201016:2309,0.0,0.0,16.09,2.9,0.0
20201017:0009,0.0,0.0,14.9,2.28,0.0
20201017:0109,0.0,0.0,13.74,2.0,0.0
20201017:0209,0.0,0.0,12.9,2.34,0.0
20201017:0309,0.0,0.0,12.16,2.62,0.0
20201017:0409,0.0,0.0,11.59,2.9,0.0
20201017:0509,0.0,0.0,11.1,3.1,0.0
20201017:0609,21.93,3.27,10.71,3.24,0.0
20201017:0709,299.43,15.33,11.8,3.31,0.0
20201017:0809,563.66,26.62,15.37,3.66,0.0
20201017:0909,794.38,36.53,17.98,4.21,0.0
20201017:1009,889.8,44.12,19.51,4.21,0.0
20201017:1109,789.67,48.05,20.8,3.86,0.0
20201017:1209,932.02,47.28,21.89,3.52,0.0
20201017:1309,854.26,42.05,22.66,3.03,0.0
20201017:1409,717.14,33.61,23.09,2.76,0.0
20201017:1509,464.46,23.18,23.22,2.69,0.0
20201017:1609,171.11,11.59,22.99,2.97,0.0
20201017:1709,0.0,0.0,22.32,3.03,0.0
20201017:1809,0.0,0.0,21.15,3.1,0.0
20201017:1909,0.0,0.0,20.1,3.45,0.0
20201017:2009,0.0,0.0,19.09,3.59,0.0
20201017:2109,0.0,0.0,18.08,3.52,0.0
20201017:2209,0.0,0.0,17.16,3.31,0.0
20201017:2309,0.0,0.0,16.2,2.9,0.0
20201018:0009,0.0,0.0,15.21,2.55,0.0
20201018:0109,0.0,0.0,14.09,2.14,0.0
20201018:0209,0.0,0.0,13.25,1.93,0.0
20201018:0309,0.0,0.0,12.52,2.07,0.0
20201018:0409,0.0,0.0,11.73,2.34,0.0
20201018:0509,0.0,0.0,11.14,2.55,0.0
20201018:0609,20.36,3.1,10.56,2.62,0.0
20201018:0709,315.18,15.15,11.18,2.34,0.0
20201018:0809,570.43,26.4,15.22,2.34,0.0
20201018:0909,772.48,36.27,17.99,3.1,0.0
20201018:1009,899.37,43.8,19.84,3.59,0.0
20201018:1109,968.04,47.69,21.3,3.66,0.0
20201018:1209,947.6,46.92,22.3,3.31,0.0
20201018:1309,888.21,41.71,22.97,2.69,0.0
20201018:1409,735.58,33.3,23.31,2.34,0.0
20201018:1509,510.76,22.9,23.44,2.21,0.0
20201018:1609,238.96,11.34,23.23,2.28,0.0
20201018:1709,0.0,0.0,22.62,2.41,0.0
20201018:1809,0.0,0.0,21.38,2.69,0.0
20201018:1909,0.0,0.0,20.14,2.9,0.0
20201018:2009,0.0,0.0,19.06,3.03,0.0
20201018:2109,0.0,0.0,18.01,3.03,0.0
20201018:2209,0.0,0.0,17.02,2.9,0.0
20201018:2309,0.0,0.0,15.98,2.62,0.0
20201019:0009,0.0,0.0,14.86,2.21,0.0
20201019:0109,0.0,0.0,14.37,1.59,0.0
20201019:0209,0.0,0.0,15.66,0.9,0.0
20201019:0309,0.0,0.0,15.45,0.41,0.0
20201019:0409,0.0,0.0,15.15,0.34,0.0
20201019:0509,0.0,0.0,14.85,0.48,0.0
20201019:0609,19.77,2.93,14.56,0.48,0.0
20201019:0709,307.92,14.96,14.41,0.14,0.0
20201019:0809,565.59,26.18,16.02,0.0,0.0
20201019:0909,755.01,36.0,18.13,0.83,0.0
20201019:1009,900.69,43.48,20.05,2.07,0.0
20201019:1109,984.89,47.33,21.49,3.03,0.0
20201019:1209,956.11,46.55,22.51,3.52,0.0
20201019:1309,875.34,41.37,23.15,3.66,0.0
20201019:1409,735.18,33.0,23.52,3.59,0.0
20201019:1509,504.21,22.63,23.55,3.52,0.0
20201019:1609,227.79,11.1,23.19,3.38,0.0
20201019:1709,0.0,0.0,22.37,2.97,0.0
20201019:1809,0.0,0.0,21.11,2.83,0.0
20201019:1909,0.0,0.0,20.24,2.9,0.0
20201019:2009,0.0,0.0,19.17,2.76,0.0
20201019:2109,0.0,0.0,18.07,2.62,0.0
20201019:2209,0.0,0.0,16.84,2.21,0.0
20201019:2309,0.0,0.0,15.84,1.66,0.0
20201020:0009,0.0,0.0,15.69,1.45,0.0
20201020:0109,0.0,0.0,14.75,1.66,0.0
20201020:0209,0.0,0.0,13.63,1.93,0.0
20201020:0309,0.0,0.0,12.69,2.14,0.0
20201020:0409,0.0,0.0,12.02,2.28,0.0
20201020:0509,0.0,0.0,11.59,2.28,0.0
20201020:0609,15.77,2.76,11.3,2.21,0.0
20201020:0709,325.38,14.77,12.14,2.07,0.0
20201020:0809,579.72,25.95,15.13,2.34,0.0
20201020:0909,765.04,35.73,18.65,3.59,0.0
20201020:1009,926.06,43.17,20.5,4.48,0.0
20201020:1109,973.62,46.98,21.85,4.9,0.0
20201020:1209,968.74,46.19,22.86,4.97,0.0
20201020:1309,879.65,41.04,23.59,5.1,0.0
20201020:1409,727.32,32.7,23.93,5.17,0.0
20201020:1509,511.92,22.36,23.92,5.24,0.0
20201020:1609,230.99,10.85,23.44,5.38,0.0
20201020:1709,0.0,0.0,22.3,4.55,0.0
20201020:1809,0.0,0.0,20.88,4.21,0.0
20201020:1909,0.0,0.0,20.0,4.21,0.0
20201020:2009,0.0,0.0,18.97,4.28,0.0
20201020:2109,0.0,0.0,18.02,4.21,0.0
20201020:2209,0.0,0.0,17.09,3.93,0.0
20201020:2309,0.0,0.0,16.2,3.52,0.0
20201021:0009,0.0,0.0,15.32,3.24,0.0
20201021:0109,0.0,0.0,14.49,3.31,0.0
20201021:0209,0.0,0.0,13.83,3.66,0.0
20201021:0309,0.0,0.0,13.3,3.93,0.0
20201021:0409,0.0,0.0,12.78,3.79,0.0
20201021:0509,0.0,0.0,12.22,3.66,0.0
20201021:0609,12.19,2.59,11.72,3.86,0.0
20201021:0709,300.04,14.57,12.75,3.86,0.0
20201021:0809,563.73,25.73,15.74,4.55,0.0
20201021:0909,748.83,35.47,18.47,5.45,0.0
20201021:1009,928.4,42.85,20.78,6.0,0.0
20201021:1109,977.6,46.62,22.69,6.34,0.0
20201021:1209,985.47,45.83,24.03,6.55,0.0
20201021:1309,881.76,40.7,24.9,6.69,0.0
20201021:1409,741.96,32.4,25.29,6.97,0.0
20201021:1509,490.72,22.1,25.17,7.17,0.0
20201021:1609,205.51,10.61,24.5,7.17,0.0
20201021:1709,0.0,0.0,23.25,6.0,0.0
20201021:1809,0.0,0.0,21.95,5.66,0.0
20201021:1909,0.0,0.0,21.11,5.79,0.0
20201021:2009,0.0,0.0,20.22,5.52,0.0
20201021:2109,0.0,0.0,19.39,5.17,0.0
20201021:2209,0.0,0.0,18.59,4.9,0.0
20201021:2309,0.0,0.0,17.87,4.76,0.0
20201022:0009,0.0,0.0,17.24,4.83,0.0
20201022:0109,0.0,0.0,16.7,4.97,0.0
20201022:0209,0.0,0.0,16.23,5.03,0.0
20201022:0309,0.0,0.0,15.77,5.17,0.0
20201022:0409,0.0,0.0,15.33,5.24,0.0
20201022:0509,0.0,0.0,14.84,5.17,0.0
20201022:0609,8.51,2.42,14.32,5.1,0.0
20201022:0709,300.89,14.38,15.07,4.9,0.0
20201022:0809,528.93,25.5,17.16,5.59,0.0
20201022:0909,746.92,35.2,19.28,6.0,0.0
20201022:1009,877.94,42.54,21.27,5.79,0.0
20201022:1109,990.42,46.27,23.11,5.52,0.0
20201022:1209,953.98,45.48,24.61,4.97,0.0
20201022:1309,946.18,40.38,25.79,4.28,0.0
20201022:1409,581.81,32.11,26.5,3.72,0.0
20201022:1509,514.95,21.84,26.82,3.59,0.0
20201022:1609,225.01,10.38,26.5,3.45,0.0
20201022:1709,0.0,0.0,25.29,2.97,0.0
20201022:1809,0.0,0.0,23.76,2.97,0.0
20201022:1909,0.0,0.0,22.78,2.62,0.0
20201022:2009,0.0,0.0,21.61,2.48,0.0
20201022:2109,0.0,0.0,20.49,2.41,0.0
20201022:2209,0.0,0.0,19.46,2.48,0.0
20201022:2309,0.0,0.0,18.5,2.55,0.0
20201023:0009,0.0,0.0,17.7,2.69,0.0
20201023:0109,0.0,0.0,16.97,2.9,0.0
20201023:0209,0.0,0.0,16.34,3.17,0.0
20201023:0309,0.0,0.0,15.76,3.45,0.0
20201023:0409,0.0,0.0,15.3,3.66,0.0
20201023:0509,0.0,0.0,14.94,3.66,0.0
20201023:0609,0.0,0.0,14.65,3.66,0.0
20201023:0709,308.01,14.19,15.66,3.31,0.0
20201023:0809,531.23,25.28,19.32,2.97,0.0
20201023:0909,731.65,34.93,23.17,2.97,0.0
20201023:1009,916.5,42.22,25.69,2.69,0.0
20201023:1109,971.75,45.92,27.61,2.21,0.0
20201023:1209,972.48,45.13,28.99,1.66,0.0
20201023:1309,868.45,40.05,29.96,1.17,0.0
20201023:1409,702.68,31.82,30.53,0.97,0.0
20201023:1509,475.4,21.58,30.7,0.76,0.0
20201023:1609,194.88,10.15,30.53,0.9,0.0
20201023:1709,0.0,0.0,29.85,1.38,0.0
20201023:1809,0.0,0.0,28.51,1.86,0.0
20201023:1909,0.0,0.0,27.24,1.59,0.0
20201023:2009,0.0,0.0,25.5,1.1,0.0
20201023:2109,0.0,0.0,25.24,0.62,0.0
20201023:2209,0.0,0.0,23.1,1.45,0.0
20201023:2309,0.0,0.0,21.81,2.55,0.0
20201024:0009,0.0,0.0,20.91,3.79,0.0
20201024:0109,0.0,0.0,20.27,5.38,0.0
20201024:0209,0.0,0.0,19.8,6.14,0.0
20201024:0309,0.0,0.0,19.29,6.0,0.0
20201024:0409,0.0,0.0,18.78,5.66,0.0
20201024:0509,0.0,0.0,18.29,5.17,0.0
20201024:0609,0.0,0.0,17.74,4.62,0.0
20201024:0709,281.1,13.99,18.59,4.48,0.0
20201024:0809,545.93,25.05,20.89,4.55,0.0
20201024:0909,723.24,34.66,23.4,4.83,0.0
20201024:1009,900.21,41.91,25.41,4.41,0.0
20201024:1109,1005.29,45.58,26.8,3.66,0.0
20201024:1209,963.53,44.78,27.68,3.24,0.0
20201024:1309,859.08,39.73,28.3,3.38,0.0
20201024:1409,606.19,31.53,28.53,3.93,0.0
20201024:1509,473.97,21.33,28.43,4.21,0.0
20201024:1609,127.96,9.92,27.64,4.76,0.0
20201024:1709,0.0,0.0,26.09,4.76,0.0
20201024:1809,0.0,0.0,25.04,3.17,0.0
20201024:1909,0.0,0.0,24.33,1.86,0.0
20201024:2009,0.0,0.0,23.67,2.07,0.0
20201024:2109,0.0,0.0,22.72,2.9,0.0
20201024:2209,0.0,0.0,21.84,2.9,0.0
20201024:2309,0.0,0.0,20.95,2.9,0.0
20201025:0009,0.0,0.0,20.05,3.31,0.0
20201025:0109,0.0,0.0,19.24,3.38,0.0
20201025:0209,0.0,0.0,18.69,3.24,0.0
20201025:0309,0.0,0.0,18.05,3.03,0.0
20201025:0409,0.0,0.0,17.36,3.03,0.0
20201025:0509,0.0,0.0,16.59,3.24,0.0
20201025:0609,0.0,0.0,15.83,3.38,0.0
20201025:0709,302.45,13.79,16.42,3.1,0.0
20201025:0809,566.98,24.82,18.44,3.1,0.0
20201025:0909,742.48,34.39,20.65,3.24,0.0
20201025:1009,915.09,41.6,22.27,3.1,0.0
20201025:1109,970.1,45.24,23.49,2.55,0.0
20201025:1209,1014.16,44.44,24.39,1.86,0.0
20201025:1309,906.22,39.41,25.0,0.9,0.0
20201025:1409,723.28,31.25,25.4,0.07,0.0
20201025:1509,447.9,21.08,25.64,0.55,0.0
20201025:1609,134.0,9.69,25.62,0.83,0.0
20201025:1709,0.0,0.0,25.18,0.76,0.0
20201025:1809,0.0,0.0,24.19,1.38,0.0
20201025:1909,0.0,0.0,23.07,1.52,0.0
20201025:2009,0.0,0.0,21.79,1.66,0.0
20201025:2109,0.0,0.0,20.4,1.79,0.0
20201025:2209,0.0,0.0,19.14,2.0,0.0
20201025:2309,0.0,0.0,18.19,2.55,0.0
20201026:0009,0.0,0.0,17.33,2.9,0.0
20201026:0109,0.0,0.0,16.52,3.03,0.0
20201026:0209,0.0,0.0,15.77,3.17,0.0
20201026:0309,0.0,0.0,15.07,3.31,0.0
20201026:0409,0.0,0.0,14.44,3.38,0.0
20201026:0509,0.0,0.0,13.92,3.52,0.0
20201026:0609,0.0,0.0,13.49,3.66,0.0
20201026:0709,287.51,13.6,14.15,3.45,0.0
20201026:0809,557.59,24.59,17.59,3.24,0.0
20201026:0909,773.21,34.13,21.06,3.72,0.0
20201026:1009,915.0,41.29,23.41,4.48,0.0
20201026:1109,962.39,44.9,25.14,5.38,0.0
20201026:1209,971.0,44.1,26.25,5.86,0.0
20201026:1309,851.89,39.1,26.93,6.07,0.0
20201026:1409,705.4,30.97,27.27,6.0,0.0
20201026:1509,499.63,20.83,27.26,5.86,0.0
20201026:1609,190.77,9.47,26.83,5.66,0.0
20201026:1709,0.0,0.0,25.65,4.34,0.0
20201026:1809,0.0,0.0,24.2,3.93,0.0
20201026:1909,0.0,0.0,22.91,3.86,0.0
20201026:2009,0.0,0.0,21.78,4.0,0.0
20201026:2109,0.0,0.0,20.77,4.34,0.0
20201026:2209,0.0,0.0,19.85,5.1,0.0
20201026:2309,0.0,0.0,18.81,7.52,0.0
20201027:0009,0.0,0.0,17.08,8.14,0.0
20201027:0109,0.0,0.0,15.88,6.9,0.0
20201027:0209,0.0,0.0,15.19,6.21,0.0
20201027:0309,0.0,0.0,14.6,5.93,0.0
20201027:0409,0.0,0.0,13.96,6.0,0.0
20201027:0509,0.0,0.0,13.15,6.14,0.0
