time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20180920:1300,38.87,12.8,859.0,757.41,218.0,403.65,6.21,51.0,98032.0
20180920:1400,39.36,12.3,739.0,720.3,203.0,405.65,6.21,46.0,97945.0
20180920:1500,39.52,12.05,523.0,503.46,225.0,405.65,6.34,42.0,97877.0
20180920:1600,39.36,12.05,370.0,649.99,110.0,404.45,6.55,38.0,97819.0
20180920:1700,38.8,12.4,134.0,369.15,67.0,400.85,6.83,35.0,97848.0
20180920:1800,37.61,13.5,0.0,0.0,0.0,400.05,6.62,26.0,97848.0
20180920:1900,35.45,16.7,0.0,0.0,0.0,389.2,8.14,26.0,97896.0
20180920:2000,34.57,17.75,0.0,0.0,0.0,385.8,7.66,27.0,97964.0
20180920:2100,33.78,18.85,0.0,0.0,0.0,384.4,7.17,28.0,98032.0
20180920:2200,32.88,20.1,0.0,0.0,0.0,383.6,7.17,29.0,98012.0
20180920:2300,31.94,21.7,0.0,0.0,0.0,377.8,7.17,31.0,98022.0
20180921:0000,31.05,23.45,0.0,0.0,0.0,375.0,7.24,33.0,98012.0
20180921:0100,30.23,25.3,0.0,0.0,0.0,372.65,7.24,35.0,97954.0
20180921:0200,29.48,27.15,0.0,0.0,0.0,370.4,7.1,36.0,97945.0
20180921:0300,28.79,28.8,0.0,0.0,0.0,371.4,7.03,36.0,97896.0
20180921:0400,28.13,30.4,0.0,0.0,0.0,365.8,6.9,37.0,97906.0
20180921:0500,27.54,31.9,0.0,0.0,0.0,364.8,6.69,40.0,97945.0
20180921:0600,27.05,33.25,24.0,45.27,21.0,363.8,6.48,44.0,97964.0
20180921:0700,27.96,31.8,248.0,543.66,89.0,364.8,6.55,47.0,98042.0
20180921:0800,30.12,28.35,482.0,729.22,118.0,370.0,6.97,46.0,98080.0
20180921:0900,32.7,24.7,681.0,795.78,146.0,379.2,8.07,47.0,98109.0
20180921:1000,35.08,20.95,811.0,767.45,197.0,387.6,8.76,50.0,98148.0
20180921:1100,36.77,17.25,890.0,765.69,221.0,398.25,8.21,52.0,98109.0
20180921:1200,37.77,15.35,899.0,741.87,240.0,404.45,7.31,49.0,98012.0
20180921:1300,38.34,14.5,870.0,800.93,195.0,409.45,6.62,40.0,97945.0
20180921:1400,38.54,14.25,782.0,892.94,121.0,410.85,6.76,32.0,97838.0
20180921:1500,38.53,14.2,553.0,626.14,185.0,410.85,7.03,27.0,97799.0
20180921:1600,38.16,14.55,185.0,40.45,169.0,409.65,7.38,23.0,97770.0
20180921:1700,37.44,14.5,134.0,395.6,64.0,414.45,7.45,22.0,97780.0
20180921:1800,36.44,15.3,0.0,0.0,0.0,413.25,7.03,15.0,97789.0
20180921:1900,35.12,15.95,0.0,0.0,0.0,398.85,7.03,9.0,97828.0
20180921:2000,34.22,16.1,0.0,0.0,0.0,399.85,7.38,10.0,97925.0
20180921:2100,33.29,16.6,0.0,0.0,0.0,393.85,7.31,12.0,97983.0
20180921:2200,32.42,17.5,0.0,0.0,0.0,389.45,7.1,16.0,98003.0
20180921:2300,31.52,18.8,0.0,0.0,0.0,382.8,6.83,21.0,98003.0
20180922:0000,30.62,20.45,0.0,0.0,0.0,378.0,6.48,23.0,98012.0
20180922:0100,29.61,22.35,0.0,0.0,0.0,370.65,6.28,23.0,97974.0
20180922:0200,28.72,24.2,0.0,0.0,0.0,369.8,6.21,23.0,97935.0
20180922:0300,28.02,25.75,0.0,0.0,0.0,368.8,6.34,28.0,97906.0
20180922:0400,27.79,26.85,0.0,0.0,0.0,370.0,6.48,37.0,97925.0
20180922:0500,27.5,28.0,0.0,0.0,0.0,364.6,6.48,42.0,97983.0
20180922:0600,27.06,28.9,20.0,31.0,18.0,364.4,6.41,42.0,98003.0
20180922:0700,27.75,27.8,219.0,361.26,114.0,373.2,4.97,58.0,98071.0
20180922:0800,30.02,23.95,346.0,223.25,235.0,372.2,5.24,68.0,98129.0
20180922:0900,32.67,21.6,626.0,605.88,220.0,380.6,5.52,81.0,98158.0
20180922:1000,34.88,20.75,779.0,679.58,237.0,393.25,5.45,87.0,98206.0
20180922:1100,36.61,19.05,905.0,822.16,189.0,401.45,5.59,85.0,98168.0
20180922:1200,37.73,17.0,923.0,828.17,190.0,409.45,6.07,83.0,98119.0
20180922:1300,38.5,15.45,872.0,826.99,178.0,412.25,6.14,81.0,98003.0
20180922:1400,38.95,14.1,140.0,0.0,140.0,413.65,6.21,78.0,97935.0
20180922:1500,39.28,13.2,69.0,0.0,69.0,416.25,6.34,73.0,97848.0
20180922:1600,39.02,12.65,152.0,12.78,147.0,416.25,6.21,70.0,97828.0
20180922:1700,38.51,12.4,48.0,5.8,47.0,423.65,5.72,70.0,97809.0
20180922:1800,37.55,12.55,0.0,0.0,0.0,414.05,4.9,68.0,97886.0
20180922:1900,36.03,14.1,0.0,0.0,0.0,416.45,8.0,52.0,97983.0
20180922:2000,35.19,15.15,0.0,0.0,0.0,420.65,9.1,46.0,98109.0
20180922:2100,34.11,16.1,0.0,0.0,0.0,397.25,9.93,44.0,98168.0
20180922:2200,32.94,18.5,0.0,0.0,0.0,393.6,10.69,47.0,98168.0
20180922:2300,32.17,20.95,0.0,0.0,0.0,404.85,10.69,52.0,98206.0
20180923:0000,31.14,23.7,0.0,0.0,0.0,379.4,10.14,56.0,98168.0
20180923:0100,30.34,25.8,0.0,0.0,0.0,375.85,9.86,58.0,98177.0
20180923:0200,29.69,27.05,0.0,0.0,0.0,376.4,9.45,62.0,98187.0
20180923:0300,29.05,28.05,0.0,0.0,0.0,374.4,8.83,65.0,98177.0
20180923:0400,28.44,29.1,0.0,0.0,0.0,371.0,8.34,68.0,98216.0
20180923:0500,27.81,30.45,0.0,0.0,0.0,367.6,7.79,68.0,98255.0
20180923:0600,27.19,32.2,15.0,15.94,14.0,364.2,7.45,66.0,98294.0
20180923:0700,27.9,30.5,126.0,41.55,114.0,370.6,6.55,69.0,98342.0
20180923:0800,29.32,28.75,332.0,199.92,233.0,373.2,7.17,72.0,98420.0
20180923:0900,30.9,26.45,678.0,828.01,125.0,385.8,7.72,82.0,98458.0
20180923:1000,32.3,24.25,828.0,869.17,137.0,404.45,7.31,100.0,98468.0
20180923:1100,33.47,22.25,905.0,853.69,164.0,410.05,6.34,127.0,98468.0
20180923:1200,33.99,22.25,810.0,544.32,330.0,418.25,5.24,137.0,98362.0
20180923:1300,33.64,24.1,803.0,643.87,265.0,423.85,4.41,118.0,98284.0
20180923:1400,33.79,23.65,382.0,53.25,343.0,427.85,3.52,82.0,98226.0
20180923:1500,33.71,23.2,346.0,112.2,281.0,427.85,3.52,59.0,98197.0
20180923:1600,33.45,23.45,162.0,23.27,153.0,426.85,3.79,56.0,98158.0
20180923:1700,32.86,24.55,81.0,77.46,68.0,428.65,4.07,46.0,98177.0
20180923:1800,32.44,25.2,0.0,0.0,0.0,415.25,4.21,21.0,98187.0
20180923:1900,32.49,22.95,0.0,0.0,0.0,402.05,3.1,42.0,98255.0
20180923:2000,31.53,24.85,0.0,0.0,0.0,404.65,3.66,26.0,98352.0
20180923:2100,30.73,26.5,0.0,0.0,0.0,394.25,4.62,25.0,98391.0
20180923:2200,30.5,27.05,0.0,0.0,0.0,406.25,5.45,32.0,98439.0
20180923:2300,29.81,29.2,0.0,0.0,0.0,402.85,6.28,31.0,98468.0
20180924:0000,28.63,33.55,0.0,0.0,0.0,385.25,6.76,20.0,98478.0
20180924:0100,27.98,36.6,0.0,0.0,0.0,385.25,6.76,16.0,98429.0
20180924:0200,27.49,38.2,0.0,0.0,0.0,379.2,6.62,16.0,98391.0
20180924:0300,27.0,39.65,0.0,0.0,0.0,383.8,6.41,19.0,98313.0
20180924:0400,26.38,41.35,0.0,0.0,0.0,377.4,5.93,26.0,98303.0
20180924:0500,25.8,42.7,0.0,0.0,0.0,372.0,5.66,33.0,98323.0
20180924:0600,25.45,43.3,20.0,32.81,18.0,378.2,5.72,36.0,98332.0
20180924:0700,25.19,44.0,234.0,487.89,94.0,365.6,4.21,55.0,98410.0
20180924:0800,27.43,38.6,469.0,711.71,118.0,371.8,4.97,55.0,98468.0
20180924:0900,29.77,33.6,659.0,760.23,153.0,383.6,5.38,59.0,98526.0
20180924:1000,31.68,29.75,808.0,806.38,169.0,398.25,4.9,68.0,98575.0
20180924:1100,33.08,27.35,883.0,791.85,198.0,409.05,3.59,80.0,98546.0
20180924:1200,33.56,26.5,865.0,696.62,253.0,422.05,2.69,94.0,98429.0
20180924:1300,33.98,25.7,821.0,709.2,231.0,421.45,2.55,98.0,98332.0
20180924:1400,34.42,24.8,757.0,867.65,125.0,423.45,2.69,91.0,98255.0
20180924:1500,34.87,24.0,557.0,716.46,145.0,421.05,2.55,88.0,98206.0
20180924:1600,35.0,23.75,176.0,39.24,161.0,416.05,1.72,90.0,98187.0
20180924:1700,34.71,24.1,14.0,0.0,14.0,414.05,1.52,126.0,98197.0
20180924:1800,34.05,25.35,0.0,0.0,0.0,407.85,3.03,143.0,98177.0
20180924:1900,32.91,27.4,0.0,0.0,0.0,403.85,2.76,28.0,98216.0
20180924:2000,32.15,28.85,0.0,0.0,0.0,398.25,3.24,26.0,98265.0
20180924:2100,31.38,30.3,0.0,0.0,0.0,396.85,3.38,32.0,98313.0
20180924:2200,30.59,32.0,0.0,0.0,0.0,394.8,3.52,40.0,98391.0
20180924:2300,29.82,33.85,0.0,0.0,0.0,394.25,3.45,54.0,98323.0
20180925:0000,29.03,35.85,0.0,0.0,0.0,389.8,3.45,67.0,98352.0
20180925:0100,28.22,38.1,0.0,0.0,0.0,387.05,3.52,70.0,98313.0
20180925:0200,27.38,41.1,0.0,0.0,0.0,381.0,3.52,70.0,98274.0
20180925:0300,26.54,44.6,0.0,0.0,0.0,377.8,3.45,72.0,98235.0
20180925:0400,25.69,48.05,0.0,0.0,0.0,372.2,3.24,75.0,98284.0
20180925:0500,24.84,51.15,0.0,0.0,0.0,368.6,2.83,73.0,98313.0
20180925:0600,23.98,54.1,18.0,33.81,16.0,366.0,2.55,62.0,98332.0
20180925:0700,24.28,55.15,233.0,491.13,93.0,367.8,2.9,41.0,98391.0
20180925:0800,27.14,46.9,468.0,714.71,117.0,371.2,3.59,46.0,98449.0
20180925:0900,29.9,39.05,675.0,829.23,125.0,381.0,4.34,51.0,98497.0
20180925:1000,32.17,32.3,832.0,896.44,124.0,393.25,4.48,52.0,98546.0
20180925:1100,33.94,27.45,924.0,930.31,122.0,404.85,4.21,54.0,98478.0
20180925:1200,35.24,24.2,941.0,936.94,121.0,412.25,3.66,63.0,98439.0
20180925:1300,36.04,22.15,883.0,917.62,123.0,418.65,2.97,78.0,98303.0
20180925:1400,36.52,20.75,743.0,828.27,143.0,428.45,2.34,89.0,98206.0
20180925:1500,36.78,19.7,567.0,781.39,121.0,419.65,1.79,96.0,98148.0
20180925:1600,36.76,18.95,343.0,629.9,105.0,417.45,1.31,88.0,98090.0
20180925:1700,36.67,18.4,104.0,258.31,63.0,412.05,1.17,71.0,98071.0
20180925:1800,36.09,17.8,0.0,0.0,0.0,399.85,1.59,356.0,98109.0
20180925:1900,34.76,17.5,0.0,0.0,0.0,412.45,4.34,17.0,98168.0
20180925:2000,33.67,19.5,0.0,0.0,0.0,398.25,4.14,22.0,98216.0
20180925:2100,32.42,21.95,0.0,0.0,0.0,380.2,4.21,24.0,98294.0
20180925:2200,31.26,24.8,0.0,0.0,0.0,379.2,4.69,31.0,98274.0
20180925:2300,30.22,28.15,0.0,0.0,0.0,377.2,4.9,38.0,98342.0
20180926:0000,29.28,31.95,0.0,0.0,0.0,380.0,5.1,39.0,98332.0
20180926:0100,28.37,36.4,0.0,0.0,0.0,382.05,5.17,39.0,98274.0
20180926:0200,27.57,40.55,0.0,0.0,0.0,383.8,4.97,39.0,98274.0
20180926:0300,26.82,44.3,0.0,0.0,0.0,384.6,4.97,37.0,98216.0
20180926:0400,25.89,48.85,0.0,0.0,0.0,375.2,5.38,36.0,98226.0
20180926:0500,25.34,52.3,0.0,0.0,0.0,383.0,5.45,40.0,98245.0
20180926:0600,24.75,55.05,17.0,34.89,15.0,373.2,4.97,44.0,98294.0
20180926:0700,25.21,54.65,225.0,441.49,100.0,366.6,5.1,39.0,98342.0
20180926:0800,27.05,48.45,462.0,687.12,126.0,377.2,6.14,41.0,98400.0
20180926:0900,29.37,41.1,659.0,767.14,152.0,386.4,6.41,41.0,98420.0
20180926:1000,31.46,35.3,786.0,740.68,203.0,390.6,6.76,40.0,98410.0
20180926:1100,33.63,29.65,887.0,813.69,188.0,407.85,6.9,42.0,98362.0
20180926:1200,35.21,23.85,904.0,818.99,190.0,415.25,6.28,45.0,98323.0
20180926:1300,35.86,21.25,842.0,787.15,193.0,419.45,5.79,44.0,98216.0
20180926:1400,36.18,20.45,715.0,731.58,188.0,423.65,5.52,37.0,98139.0
20180926:1500,36.34,20.2,540.0,669.03,161.0,414.25,5.59,32.0,98080.0
20180926:1600,36.12,20.2,332.0,581.18,115.0,418.65,5.79,28.0,98012.0
20180926:1700,35.38,21.1,59.0,32.43,54.0,408.25,6.07,32.0,98051.0
20180926:1800,34.44,22.65,0.0,0.0,0.0,407.25,6.0,28.0,98032.0
20180926:1900,33.67,23.3,0.0,0.0,0.0,400.25,5.59,29.0,98119.0
20180926:2000,32.83,25.45,0.0,0.0,0.0,402.25,6.48,31.0,98177.0
20180926:2100,31.9,27.8,0.0,0.0,0.0,400.85,7.38,34.0,98235.0
20180926:2200,30.81,30.75,0.0,0.0,0.0,391.45,8.14,40.0,98245.0
20180926:2300,29.85,33.35,0.0,0.0,0.0,384.6,8.48,49.0,98265.0
20180927:0000,29.05,35.15,0.0,0.0,0.0,382.4,8.21,54.0,98284.0
20180927:0100,28.26,36.9,0.0,0.0,0.0,378.25,7.86,54.0,98235.0
20180927:0200,27.49,39.15,0.0,0.0,0.0,377.6,7.59,49.0,98206.0
20180927:0300,26.65,42.0,0.0,0.0,0.0,372.0,7.52,45.0,98216.0
20180927:0400,25.98,44.4,0.0,0.0,0.0,369.2,7.52,45.0,98187.0
20180927:0500,25.43,46.2,0.0,0.0,0.0,369.0,7.72,45.0,98255.0
20180927:0600,25.0,47.55,17.0,36.04,15.0,370.0,7.93,45.0,98265.0
20180927:0700,26.07,46.15,78.0,0.0,78.0,383.4,8.0,50.0,98323.0
20180927:0800,27.14,43.35,464.0,712.74,117.0,392.65,9.31,52.0,98362.0
20180927:0900,28.53,39.9,664.0,804.87,134.0,390.6,10.14,57.0,98410.0
20180927:1000,29.96,36.3,798.0,794.24,175.0,407.05,9.93,58.0,98362.0
20180927:1100,31.76,32.05,866.0,764.03,212.0,405.65,9.66,61.0,98323.0
20180927:1200,33.28,28.1,892.0,799.19,198.0,407.45,9.1,61.0,98216.0
20180927:1300,33.74,26.55,785.0,629.92,268.0,413.05,8.69,56.0,98129.0
20180927:1400,31.8,32.45,653.0,548.65,260.0,409.45,8.97,42.0,98003.0
20180927:1500,31.59,33.9,382.0,192.1,274.0,413.85,9.86,50.0,97964.0
20180927:1600,31.63,32.85,29.0,0.0,29.0,409.25,8.9,57.0,98061.0
20180927:1700,30.99,34.65,105.0,327.45,56.0,403.45,8.48,47.0,98071.0
20180927:1800,29.83,38.5,0.0,0.0,0.0,400.85,7.93,47.0,98042.0
20180927:1900,29.66,35.85,0.0,0.0,0.0,394.65,7.52,52.0,98090.0
20180927:2000,28.77,38.25,0.0,0.0,0.0,392.85,8.14,53.0,98139.0
20180927:2100,27.88,40.9,0.0,0.0,0.0,381.8,8.14,51.0,98158.0
20180927:2200,27.31,42.3,0.0,0.0,0.0,382.6,8.28,48.0,98197.0
20180927:2300,26.7,44.0,0.0,0.0,0.0,380.4,8.69,49.0,98206.0
20180928:0000,26.0,46.7,0.0,0.0,0.0,373.6,8.62,54.0,98206.0
20180928:0100,25.27,50.15,0.0,0.0,0.0,369.85,8.14,56.0,98206.0
20180928:0200,24.57,53.6,0.0,0.0,0.0,368.2,7.72,52.0,98090.0
20180928:0300,23.9,56.85,0.0,0.0,0.0,369.6,7.66,48.0,98051.0
20180928:0400,23.63,58.1,0.0,0.0,0.0,377.2,7.24,46.0,98022.0
20180928:0500,23.35,59.15,0.0,0.0,0.0,384.0,7.1,43.0,98051.0
20180928:0600,22.94,60.55,3.0,0.0,3.0,376.6,7.24,41.0,98090.0
20180928:0700,23.32,59.25,174.0,189.83,121.0,368.6,6.83,45.0,98119.0
20180928:0800,24.65,53.85,356.0,286.79,217.0,368.0,8.14,47.0,98177.0
20180928:0900,26.2,48.1,433.0,167.67,323.0,374.6,8.69,52.0,98206.0
20180928:1000,28.04,42.2,547.0,200.86,390.0,378.0,8.55,56.0,98206.0
20180928:1100,29.75,37.35,570.0,159.46,434.0,392.45,8.0,57.0,98177.0
20180928:1200,31.07,33.9,484.0,69.37,424.0,408.25,7.38,58.0,98148.0
20180928:1300,32.4,30.6,283.0,2.45,281.0,407.65,6.76,58.0,98042.0
20180928:1400,33.17,28.25,143.0,0.0,143.0,406.25,6.21,57.0,97974.0
20180928:1500,33.56,26.5,211.0,8.96,206.0,409.05,5.72,53.0,97925.0
20180928:1600,33.57,25.75,83.0,0.0,83.0,406.85,5.52,47.0,97877.0
20180928:1700,33.34,25.65,94.0,248.08,58.0,402.25,5.52,41.0,97838.0
20180928:1800,32.29,27.8,0.0,0.0,0.0,396.65,5.31,28.0,97828.0
20180928:1900,30.27,34.4,0.0,0.0,0.0,407.45,6.34,43.0,97857.0
20180928:2000,29.21,37.8,0.0,0.0,0.0,395.4,6.0,58.0,97925.0
20180928:2100,28.42,40.3,0.0,0.0,0.0,394.45,5.45,64.0,97964.0
20180928:2200,27.8,42.1,0.0,0.0,0.0,391.25,4.97,65.0,97935.0
20180928:2300,26.76,45.3,0.0,0.0,0.0,390.2,4.62,61.0,97983.0
20180929:0000,26.33,45.55,0.0,0.0,0.0,393.25,4.69,59.0,97974.0
20180929:0100,25.79,45.05,0.0,0.0,0.0,389.25,5.03,58.0,97954.0
20180929:0200,24.99,44.95,0.0,0.0,0.0,378.2,5.59,51.0,97974.0
20180929:0300,24.17,44.1,0.0,0.0,0.0,371.0,6.14,44.0,97935.0
20180929:0400,23.48,42.25,0.0,0.0,0.0,364.8,6.21,43.0,97983.0
20180929:0500,22.88,40.95,0.0,0.0,0.0,361.4,5.72,46.0,98012.0
20180929:0600,22.32,40.25,15.0,19.33,14.0,360.8,5.38,44.0,98012.0
20180929:0700,22.75,42.1,225.0,472.6,94.0,358.0,5.24,50.0,98080.0
20180929:0800,24.45,37.3,451.0,654.98,135.0,360.2,5.93,51.0,98148.0
20180929:0900,26.46,33.6,652.0,758.93,156.0,366.0,5.93,55.0,98168.0
20180929:1000,28.42,30.3,809.0,834.6,159.0,375.2,5.45,57.0,98206.0
20180929:1100,30.35,27.35,878.0,802.63,196.0,380.4,4.97,57.0,98119.0
20180929:1200,31.95,25.15,888.0,792.89,205.0,388.4,4.48,53.0,98051.0
20180929:1300,33.12,23.75,835.0,790.79,192.0,394.85,4.34,47.0,98012.0
20180929:1400,33.92,22.8,706.0,734.35,186.0,398.05,4.41,44.0,97906.0
20180929:1500,34.36,22.15,544.0,735.24,137.0,398.25,4.28,44.0,97886.0
20180929:1600,34.39,21.8,327.0,622.23,103.0,398.25,4.07,41.0,97838.0
20180929:1700,34.09,21.95,92.0,256.03,56.0,396.25,4.0,34.0,97857.0
20180929:1800,33.11,23.3,0.0,0.0,0.0,387.8,3.79,18.0,97857.0
20180929:1900,31.78,25.6,0.0,0.0,0.0,383.0,4.14,3.0,97877.0
20180929:2000,30.72,26.1,0.0,0.0,0.0,380.4,5.1,8.0,97983.0
20180929:2100,29.76,25.35,0.0,0.0,0.0,374.6,5.79,18.0,98012.0
20180929:2200,29.0,23.75,0.0,0.0,0.0,370.2,6.14,33.0,97964.0
20180929:2300,28.22,22.65,0.0,0.0,0.0,364.8,6.21,48.0,98003.0
20180930:0000,27.34,23.05,0.0,0.0,0.0,362.0,5.86,56.0,98012.0
20180930:0100,26.48,24.45,0.0,0.0,0.0,360.85,5.31,58.0,97993.0
20180930:0200,25.62,26.25,0.0,0.0,0.0,359.2,4.83,56.0,98012.0
20180930:0300,24.72,28.1,0.0,0.0,0.0,356.2,4.21,53.0,97974.0
20180930:0400,23.81,29.7,0.0,0.0,0.0,354.2,3.72,44.0,98032.0
20180930:0500,22.9,30.9,0.0,0.0,0.0,351.6,3.86,34.0,98080.0
20180930:0600,22.11,31.4,14.0,20.06,13.0,349.0,4.0,31.0,98129.0
20180930:0700,22.71,27.95,210.0,377.98,106.0,347.0,4.07,30.0,98177.0
20180930:0800,25.08,23.65,425.0,535.2,168.0,350.4,4.41,30.0,98265.0
20180930:0900,27.6,21.25,615.0,619.03,212.0,357.0,4.28,31.0,98303.0
20180930:1000,29.83,20.0,830.0,913.71,121.0,366.2,3.79,25.0,98342.0
20180930:1100,31.79,18.9,850.0,719.42,241.0,374.8,3.52,14.0,98274.0
20180930:1200,33.38,17.9,879.0,767.01,221.0,384.4,3.72,4.0,98235.0
20180930:1300,34.48,17.25,739.0,517.76,320.0,393.25,4.0,358.0,98148.0
20180930:1400,35.12,16.95,686.0,669.04,215.0,396.65,3.86,355.0,98100.0
20180930:1500,35.32,16.95,553.0,790.19,119.0,403.85,3.72,353.0,98080.0
20180930:1600,33.67,19.97,325.0,624.39,103.0,382.27,3.2,349.0,98061.0
20180930:1700,33.23,19.75,89.0,257.13,54.0,381.75,3.23,342.0,98080.0
20180930:1800,32.79,19.53,0.0,0.0,0.0,381.23,3.26,329.0,98100.0
20180930:1900,32.35,19.31,0.0,0.0,0.0,380.71,3.28,325.0,98168.0
20180930:2000,31.91,19.09,0.0,0.0,0.0,380.19,3.31,320.0,98235.0
20180930:2100,31.47,18.87,0.0,0.0,0.0,379.66,3.34,320.0,98294.0
20180930:2200,31.02,18.65,0.0,0.0,0.0,379.14,3.37,320.0,98284.0
20180930:2300,30.58,18.43,0.0,0.0,0.0,378.62,3.39,325.0,98274.0
20201001:0000,30.14,18.22,0.0,0.0,0.0,378.1,3.42,65.0,97819.0
20201001:0100,29.7,18.0,0.0,0.0,0.0,377.58,3.45,65.0,97789.0
20201001:0200,29.26,17.78,0.0,0.0,0.0,377.06,3.47,68.0,97741.0
20201001:0300,28.82,17.56,0.0,0.0,0.0,376.54,3.5,72.0,97693.0
20201001:0400,28.37,17.34,0.0,0.0,0.0,376.02,3.53,78.0,97693.0
20201001:0500,27.93,17.12,0.0,0.0,0.0,375.5,3.55,88.0,97702.0
20201001:0600,27.49,16.9,10.0,0.0,10.0,374.98,3.58,96.0,97741.0
20201001:0700,27.05,16.68,156.0,125.48,122.0,374.46,3.61,95.0,97751.0
20201001:0800,32.02,13.55,443.0,628.72,144.0,391.4,3.93,98.0,97799.0
20201001:0900,35.8,10.75,636.0,704.53,181.0,380.6,4.62,107.0,97838.0
20201001:1000,39.1,8.75,761.0,684.31,234.0,386.6,5.1,117.0,97809.0
20201001:1100,40.97,7.65,872.0,795.24,204.0,398.85,4.62,131.0,97819.0
20201001:1200,41.92,7.05,871.0,753.51,230.0,407.65,3.45,153.0,97693.0
20201001:1300,42.41,6.8,846.0,845.95,168.0,418.25,2.48,174.0,97596.0
20201001:1400,42.63,6.65,702.0,744.58,184.0,407.45,1.72,199.0,97528.0
20201001:1500,42.47,6.7,533.0,725.16,141.0,424.25,1.38,210.0,97470.0
20201001:1600,42.32,6.75,314.0,602.89,105.0,413.05,1.38,225.0,97440.0
20201001:1700,41.96,6.9,87.0,298.75,49.0,409.65,1.52,250.0,97431.0
20201001:1800,40.82,7.65,0.0,0.0,0.0,401.65,1.79,279.0,97460.0
20201001:1900,38.63,8.75,0.0,0.0,0.0,393.4,3.52,336.0,97499.0
20201001:2000,37.07,9.7,0.0,0.0,0.0,391.25,3.72,353.0,97547.0
20201001:2100,35.86,10.4,0.0,0.0,0.0,395.45,3.79,10.0,97557.0
20201001:2200,34.5,11.25,0.0,0.0,0.0,383.0,3.86,22.0,97557.0
20201001:2300,33.21,12.1,0.0,0.0,0.0,377.2,3.86,31.0,97557.0
20201002:0000,32.25,12.8,0.0,0.0,0.0,385.2,3.79,38.0,97508.0
20201002:0100,31.15,13.65,0.0,0.0,0.0,376.85,3.72,46.0,97460.0
20201002:0200,30.02,14.6,0.0,0.0,0.0,367.6,3.79,54.0,97431.0
20201002:0300,29.02,15.45,0.0,0.0,0.0,368.8,3.72,61.0,97373.0
20201002:0400,28.19,16.2,0.0,0.0,0.0,366.6,3.86,69.0,97343.0
20201002:0500,27.42,16.85,0.0,0.0,0.0,360.6,3.86,76.0,97382.0
20201002:0600,26.5,17.8,12.0,22.73,11.0,356.4,3.86,84.0,97373.0
20201002:0700,25.94,19.45,208.0,386.86,104.0,361.0,2.07,107.0,97440.0
20201002:0800,30.05,14.65,416.0,507.19,176.0,354.0,0.55,214.0,97508.0
20201002:0900,32.75,12.4,522.0,348.28,298.0,361.6,2.48,262.0,97537.0
20201002:1000,35.42,10.4,748.0,646.57,252.0,372.4,3.17,264.0,97605.0
20201002:1100,37.7,8.85,862.0,768.52,219.0,386.2,3.03,263.0,97508.0
20201002:1200,39.27,7.9,861.0,728.41,244.0,390.8,2.76,263.0,97411.0
20201002:1300,40.32,7.25,822.0,771.12,207.0,394.25,2.76,261.0,97334.0
20201002:1400,40.88,6.95,692.0,718.7,195.0,395.6,2.55,250.0,97247.0
20201002:1500,41.21,6.75,519.0,675.08,157.0,395.25,2.83,228.0,97140.0
20201002:1600,41.34,6.75,276.0,397.38,140.0,393.65,3.86,220.0,97111.0
20201002:1700,40.99,6.9,82.0,285.08,47.0,388.2,4.55,228.0,97120.0
20201002:1800,39.25,7.7,0.0,0.0,0.0,383.6,3.45,248.0,97140.0
20201002:1900,38.37,7.55,0.0,0.0,0.0,384.2,4.14,217.0,97179.0
20201002:2000,36.71,8.35,0.0,0.0,0.0,382.4,4.41,221.0,97247.0
20201002:2100,35.07,9.35,0.0,0.0,0.0,376.6,4.21,231.0,97314.0
20201002:2200,33.43,10.45,0.0,0.0,0.0,372.2,3.59,239.0,97305.0
20201002:2300,31.71,11.85,0.0,0.0,0.0,365.0,2.97,247.0,97285.0
20201003:0000,29.82,13.9,0.0,0.0,0.0,360.6,2.34,251.0,97285.0
20201003:0100,29.6,14.2,0.0,0.0,0.0,357.45,1.52,248.0,97256.0
20201003:0200,30.34,13.05,0.0,0.0,0.0,355.0,0.97,231.0,97247.0
20201003:0300,27.95,15.55,0.0,0.0,0.0,352.8,1.52,206.0,97247.0
20201003:0400,24.74,18.8,0.0,0.0,0.0,349.2,3.03,198.0,97285.0
20201003:0500,23.8,19.7,0.0,0.0,0.0,345.2,3.52,194.0,97295.0
20201003:0600,22.52,21.65,9.0,0.0,9.0,341.0,2.55,195.0,97305.0
20201003:0700,23.52,19.7,201.0,348.76,108.0,341.6,3.17,180.0,97343.0
20201003:0800,27.3,15.55,471.0,788.06,100.0,347.0,3.72,186.0,97411.0
20201003:0900,30.53,13.05,650.0,768.21,158.0,352.2,4.62,199.0,97499.0
20201003:1000,32.89,11.55,756.0,676.61,239.0,360.4,4.41,217.0,97566.0
20201003:1100,34.85,10.25,891.0,865.22,170.0,369.2,3.72,234.0,97566.0
20201003:1200,36.67,9.35,884.0,806.29,204.0,377.2,3.24,250.0,97479.0
20201003:1300,38.03,8.7,816.0,759.84,213.0,383.2,3.17,255.0,97411.0
20201003:1400,38.95,8.35,690.0,721.62,194.0,393.25,3.52,249.0,97402.0
20201003:1500,39.45,8.25,514.0,663.66,161.0,387.8,3.93,244.0,97343.0
20201003:1600,39.42,8.4,305.0,583.13,108.0,386.4,3.86,242.0,97314.0
20201003:1700,38.97,8.75,80.0,304.12,44.0,384.2,3.24,234.0,97382.0
