time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20130113:1400,19.24,19.25,569.0,799.37,136.0,280.2,1.45,216.0,98740.0
20130113:1500,19.57,18.55,412.0,729.5,112.0,281.0,1.72,237.0,98711.0
20130113:1600,19.47,18.55,216.0,584.79,75.0,279.8,2.0,242.0,98691.0
20130113:1700,18.71,19.6,18.0,139.94,12.0,277.2,2.28,249.0,98643.0
20130113:1800,17.07,22.05,0.0,0.0,0.0,273.8,2.76,259.0,98623.0
20130113:1900,15.86,24.55,0.0,0.0,0.0,271.6,2.62,262.0,98623.0
20130113:2000,14.42,27.3,0.0,0.0,0.0,268.2,2.41,268.0,98614.0
20130113:2100,12.65,31.55,0.0,0.0,0.0,265.4,2.0,269.0,98594.0
20130113:2200,11.92,33.25,0.0,0.0,0.0,262.6,1.59,267.0,98604.0
20130113:2300,11.43,34.3,0.0,0.0,0.0,260.4,1.52,275.0,98555.0
20130114:0000,11.46,34.2,0.0,0.0,0.0,259.0,1.31,288.0,98546.0
20130114:0100,11.09,35.15,0.0,0.0,0.0,257.0,1.03,316.0,98478.0
20130114:0200,10.42,36.95,0.0,0.0,0.0,255.8,1.1,357.0,98449.0
20130114:0300,9.1,40.6,0.0,0.0,0.0,254.8,1.52,21.0,98439.0
20130114:0400,7.75,44.65,0.0,0.0,0.0,254.2,1.66,34.0,98439.0
20130114:0500,7.09,46.75,0.0,0.0,0.0,253.6,1.66,30.0,98449.0
20130114:0600,4.37,56.75,0.0,0.0,0.0,253.2,2.34,12.0,98497.0
20130114:0700,4.45,54.55,22.0,246.34,12.0,253.4,2.14,5.0,98575.0
20130114:0800,3.83,57.15,225.0,676.51,63.0,254.0,3.59,4.0,98691.0
20130114:0900,7.11,45.2,430.0,840.58,85.0,255.8,3.45,15.0,98798.0
20130114:1000,10.58,35.5,590.0,898.79,103.0,259.2,4.14,20.0,98856.0
20130114:1100,13.27,30.3,694.0,936.38,109.0,265.4,5.52,18.0,98827.0
20130114:1200,15.4,27.65,742.0,1002.31,87.0,271.0,6.83,23.0,98740.0
20130114:1300,16.9,23.35,699.0,953.5,102.0,276.0,7.66,27.0,98672.0
20130114:1400,17.53,21.8,582.0,848.5,120.0,277.8,8.48,23.0,98643.0
20130114:1500,17.42,23.05,423.0,775.03,102.0,277.0,8.48,19.0,98662.0
20130114:1600,16.87,25.1,223.0,622.81,71.0,275.4,7.86,18.0,98691.0
20130114:1700,15.9,27.4,21.0,175.0,13.0,272.2,6.14,17.0,98740.0
20130114:1800,14.29,30.5,0.0,0.0,0.0,267.2,5.31,14.0,98808.0
20130114:1900,13.4,31.6,0.0,0.0,0.0,264.4,4.76,19.0,98895.0
20130114:2000,12.27,33.15,0.0,0.0,0.0,261.4,4.34,19.0,98934.0
20130114:2100,11.18,34.6,0.0,0.0,0.0,259.0,4.07,19.0,98982.0
20130114:2200,10.1,36.35,0.0,0.0,0.0,257.2,3.79,20.0,98972.0
20130114:2300,9.0,38.65,0.0,0.0,0.0,255.6,3.66,19.0,98992.0
20130115:0000,7.98,41.05,0.0,0.0,0.0,253.6,3.72,20.0,99050.0
20130115:0100,7.08,43.4,0.0,0.0,0.0,252.0,4.0,24.0,99050.0
20130115:0200,6.41,45.4,0.0,0.0,0.0,249.8,4.34,28.0,99079.0
20130115:0300,5.9,47.25,0.0,0.0,0.0,247.8,4.69,34.0,99079.0
20130115:0400,5.49,49.45,0.0,0.0,0.0,245.2,4.97,39.0,99108.0
20130115:0500,5.02,52.55,0.0,0.0,0.0,243.0,5.03,42.0,99147.0
20130115:0600,4.46,56.4,0.0,0.0,0.0,240.0,5.03,44.0,99215.0
20130115:0700,4.06,59.85,22.0,268.39,11.0,238.6,4.97,40.0,99312.0
20130115:0800,4.58,58.75,225.0,661.88,66.0,237.4,4.55,42.0,99370.0
20130115:0900,7.09,50.1,433.0,855.2,81.0,239.6,4.62,40.0,99438.0
20130115:1000,9.78,42.25,592.0,899.82,103.0,244.4,5.38,37.0,99447.0
20130115:1100,11.91,36.1,681.0,867.97,137.0,251.0,5.72,33.0,99438.0
20130115:1200,13.55,30.45,721.0,896.53,133.0,256.2,6.0,27.0,99370.0
20130115:1300,14.71,26.3,671.0,819.03,156.0,260.4,6.14,19.0,99273.0
20130115:1400,15.4,23.45,562.0,739.9,157.0,262.8,6.07,14.0,99234.0
20130115:1500,15.65,21.95,414.0,704.75,120.0,263.6,5.93,9.0,99224.0
20130115:1600,15.39,21.9,219.0,566.71,79.0,263.0,5.59,7.0,99215.0
20130115:1700,14.56,23.85,23.0,185.23,14.0,261.2,4.41,5.0,99244.0
20130115:1800,12.91,27.5,0.0,0.0,0.0,258.2,3.66,6.0,99302.0
20130115:1900,11.8,30.25,0.0,0.0,0.0,256.2,3.38,6.0,99370.0
20130115:2000,10.56,33.65,0.0,0.0,0.0,254.4,3.17,12.0,99389.0
20130115:2100,9.31,37.3,0.0,0.0,0.0,253.0,2.83,23.0,99428.0
20130115:2200,7.97,41.4,0.0,0.0,0.0,251.6,2.62,38.0,99486.0
20130115:2300,6.73,45.55,0.0,0.0,0.0,250.6,2.62,53.0,99496.0
20130116:0000,5.61,49.6,0.0,0.0,0.0,249.8,2.69,65.0,99476.0
20130116:0100,4.53,53.7,0.0,0.0,0.0,248.8,2.69,76.0,99457.0
20130116:0200,3.48,57.95,0.0,0.0,0.0,248.0,2.62,86.0,99457.0
20130116:0300,2.51,62.2,0.0,0.0,0.0,246.8,2.55,94.0,99428.0
20130116:0400,1.64,66.15,0.0,0.0,0.0,246.2,2.48,102.0,99389.0
20130116:0500,0.8,70.3,0.0,0.0,0.0,245.4,2.28,110.0,99389.0
20130116:0600,0.86,70.05,0.0,0.0,0.0,244.2,1.79,108.0,99428.0
20130116:0700,0.45,72.7,22.0,265.28,11.0,242.8,2.0,91.0,99486.0
20130116:0800,1.37,68.3,228.0,688.57,62.0,243.8,1.52,91.0,99506.0
20130116:0900,5.12,52.55,430.0,825.93,89.0,246.6,0.41,69.0,99603.0
20130116:1000,8.64,40.9,591.0,884.19,109.0,252.0,0.21,320.0,99554.0
20130116:1100,11.48,33.05,692.0,903.24,124.0,258.8,0.83,282.0,99535.0
20130116:1200,13.75,27.15,720.0,879.51,141.0,264.4,1.45,286.0,99418.0
20130116:1300,15.39,23.4,679.0,836.06,151.0,269.0,1.93,281.0,99312.0
20130116:1400,16.5,21.15,575.0,786.82,142.0,271.2,2.28,277.0,99224.0
20130116:1500,17.13,19.8,425.0,749.63,110.0,272.2,2.48,276.0,99195.0
20130116:1600,17.25,19.3,224.0,579.85,79.0,271.6,2.41,268.0,99176.0
20130116:1700,16.72,19.9,26.0,213.63,15.0,269.6,2.21,260.0,99186.0
20130116:1800,15.49,21.6,0.0,0.0,0.0,266.2,2.41,245.0,99176.0
20130116:1900,14.47,23.8,0.0,0.0,0.0,265.6,2.9,226.0,99176.0
20130116:2000,13.1,26.0,0.0,0.0,0.0,263.2,3.24,220.0,99176.0
20130116:2100,11.86,28.05,0.0,0.0,0.0,261.0,3.38,219.0,99127.0
20130116:2200,10.71,30.15,0.0,0.0,0.0,258.8,3.38,221.0,99089.0
20130116:2300,9.59,32.3,0.0,0.0,0.0,256.8,3.45,223.0,99050.0
20130117:0000,8.52,34.45,0.0,0.0,0.0,254.4,3.52,231.0,99031.0
20130117:0100,7.54,36.55,0.0,0.0,0.0,252.8,3.59,237.0,99031.0
20130117:0200,6.64,38.6,0.0,0.0,0.0,251.2,3.52,232.0,99001.0
20130117:0300,5.7,41.0,0.0,0.0,0.0,250.0,3.31,225.0,98953.0
20130117:0400,4.77,43.6,0.0,0.0,0.0,248.6,3.17,233.0,98914.0
20130117:0500,3.92,46.1,0.0,0.0,0.0,248.0,3.1,237.0,98934.0
20130117:0600,3.11,48.65,0.0,0.0,0.0,248.0,2.97,237.0,98953.0
20130117:0700,2.36,50.1,23.0,261.68,12.0,248.6,2.76,225.0,99031.0
20130117:0800,2.76,48.65,226.0,665.22,65.0,250.0,2.48,230.0,99079.0
20130117:0900,6.32,37.5,427.0,794.25,98.0,254.2,2.28,244.0,99127.0
20130117:1000,9.76,29.05,589.0,866.69,115.0,259.4,2.9,259.0,99176.0
20130117:1100,12.52,23.5,686.0,870.01,137.0,264.8,3.66,264.0,99118.0
20130117:1200,14.94,19.35,719.0,864.03,148.0,269.4,4.14,268.0,99011.0
20130117:1300,16.79,16.7,670.0,789.79,169.0,274.0,4.28,277.0,98885.0
20130117:1400,17.9,15.4,627.0,1037.37,53.0,277.4,4.07,288.0,98808.0
20130117:1500,18.42,14.9,402.0,602.42,147.0,278.8,3.45,296.0,98759.0
20130117:1600,18.43,14.9,229.0,596.53,78.0,278.8,2.76,304.0,98788.0
20130117:1700,17.86,15.55,31.0,293.99,15.0,277.0,1.79,313.0,98778.0
20130117:1800,16.84,16.85,0.0,0.0,0.0,273.8,1.31,326.0,98798.0
20130117:1900,14.89,20.95,0.0,0.0,0.0,272.4,1.31,353.0,98837.0
20130117:2000,13.52,22.3,0.0,0.0,0.0,271.8,1.52,21.0,98856.0
20130117:2100,11.97,24.7,0.0,0.0,0.0,272.0,1.86,39.0,98856.0
20130117:2200,10.4,27.55,0.0,0.0,0.0,272.2,2.21,50.0,98904.0
20130117:2300,9.24,29.75,0.0,0.0,0.0,272.0,2.55,54.0,98885.0
20130118:0000,8.22,32.05,0.0,0.0,0.0,271.2,2.69,51.0,98914.0
20130118:0100,7.28,34.5,0.0,0.0,0.0,270.4,2.76,51.0,98904.0
20130118:0200,6.38,37.1,0.0,0.0,0.0,269.6,2.69,56.0,98904.0
20130118:0300,5.6,39.55,0.0,0.0,0.0,269.8,2.62,63.0,98885.0
20130118:0400,4.87,41.95,0.0,0.0,0.0,269.2,2.55,72.0,98837.0
20130118:0500,4.19,44.4,0.0,0.0,0.0,268.6,2.48,82.0,98837.0
20130118:0600,3.49,47.15,0.0,0.0,0.0,268.2,2.41,89.0,98856.0
20130118:0700,2.71,48.95,23.0,281.05,11.0,267.0,2.28,118.0,98914.0
20130118:0800,3.61,46.6,229.0,678.83,64.0,267.8,1.72,105.0,98953.0
20130118:0900,7.26,37.85,429.0,796.28,98.0,271.0,0.97,75.0,98982.0
20130118:1000,11.86,27.15,598.0,902.0,103.0,275.6,0.83,39.0,98982.0
20130118:1100,14.61,23.65,708.0,956.9,102.0,282.2,0.83,352.0,98982.0
20130118:1200,16.67,22.45,735.0,916.4,127.0,288.0,1.31,330.0,98856.0
20130118:1300,18.26,22.7,712.0,957.27,102.0,293.6,1.59,322.0,98740.0
20130118:1400,19.31,23.05,603.0,886.08,110.0,297.6,1.79,313.0,98681.0
20130118:1500,19.86,23.35,447.0,844.21,87.0,299.6,1.86,299.0,98652.0
20130118:1600,19.94,23.85,237.0,643.95,72.0,299.8,1.86,289.0,98594.0
20130118:1700,19.52,24.5,32.0,261.4,17.0,297.6,1.79,280.0,98614.0
20130118:1800,18.48,26.15,0.0,0.0,0.0,294.4,2.0,273.0,98614.0
20130118:1900,17.63,27.15,0.0,0.0,0.0,294.6,2.0,279.0,98672.0
20130118:2000,16.04,30.8,0.0,0.0,0.0,293.2,1.72,295.0,98681.0
20130118:2100,15.29,32.3,0.0,0.0,0.0,291.8,1.45,300.0,98711.0
20130118:2200,16.09,29.95,0.0,0.0,0.0,291.0,0.83,291.0,98652.0
20130118:2300,15.62,30.8,0.0,0.0,0.0,290.0,0.41,242.0,98604.0
20130119:0000,15.13,31.8,0.0,0.0,0.0,288.6,0.76,191.0,98546.0
20130119:0100,13.43,35.65,0.0,0.0,0.0,287.2,1.52,189.0,98478.0
20130119:0200,10.42,43.8,0.0,0.0,0.0,285.6,2.21,199.0,98458.0
20130119:0300,8.73,49.25,0.0,0.0,0.0,283.8,2.83,216.0,98439.0
20130119:0400,7.89,52.3,0.0,0.0,0.0,282.0,3.1,228.0,98449.0
20130119:0500,7.06,55.55,0.0,0.0,0.0,280.4,3.03,223.0,98410.0
20130119:0600,6.41,57.95,0.0,0.0,0.0,277.8,3.03,212.0,98420.0
20130119:0700,5.94,58.65,24.0,299.21,11.0,276.0,3.1,212.0,98429.0
20130119:0800,6.39,56.35,230.0,679.78,64.0,275.2,2.69,202.0,98410.0
20130119:0900,10.11,42.9,430.0,795.73,98.0,278.8,2.9,198.0,98400.0
20130119:1000,13.99,32.2,603.0,918.76,97.0,283.8,3.66,202.0,98381.0
20130119:1100,17.06,25.75,700.0,904.59,125.0,290.2,4.55,209.0,98323.0
20130119:1200,19.36,22.55,742.0,933.72,120.0,295.8,5.93,214.0,98187.0
20130119:1300,20.85,22.85,731.0,1030.96,71.0,299.4,7.66,211.0,98012.0
20130119:1400,21.73,21.3,623.0,972.3,79.0,300.8,8.62,209.0,97857.0
20130119:1500,22.11,19.05,460.0,910.12,69.0,301.2,8.83,214.0,97838.0
20130119:1600,21.96,17.35,247.0,713.27,62.0,299.8,8.76,215.0,97770.0
20130119:1700,21.06,17.05,38.0,381.0,15.0,297.6,7.66,209.0,97722.0
20130119:1800,19.48,18.0,0.0,0.0,0.0,294.0,7.59,203.0,97663.0
20130119:1900,18.5,18.55,0.0,0.0,0.0,290.4,8.07,200.0,97702.0
20130119:2000,17.62,18.4,0.0,0.0,0.0,287.6,8.55,198.0,97644.0
20130119:2100,16.91,17.8,0.0,0.0,0.0,284.8,9.24,194.0,97576.0
20130119:2200,16.3,16.9,0.0,0.0,0.0,283.8,9.59,196.0,97489.0
20130119:2300,15.82,15.7,0.0,0.0,0.0,278.6,9.45,203.0,97440.0
20130120:0000,15.44,14.65,0.0,0.0,0.0,274.0,9.03,213.0,97440.0
20130120:0100,15.15,14.25,0.0,0.0,0.0,276.0,8.48,222.0,97431.0
20130120:0200,14.86,15.2,0.0,0.0,0.0,282.4,7.45,231.0,97392.0
20130120:0300,14.51,22.7,0.0,0.0,0.0,289.0,6.62,245.0,97450.0
20130120:0400,14.11,39.15,0.0,0.0,0.0,295.2,6.41,252.0,97440.0
20130120:0500,13.53,55.9,0.0,0.0,0.0,297.0,6.14,264.0,97489.0
20130120:0600,12.7,67.4,0.0,0.0,0.0,295.4,5.31,281.0,97566.0
20130120:0700,12.14,74.25,24.0,248.37,13.0,293.0,4.76,287.0,97712.0
20130120:0800,12.12,72.75,227.0,643.79,69.0,286.6,3.66,311.0,97789.0
20130120:0900,14.3,56.95,435.0,811.72,95.0,283.2,3.31,337.0,97916.0
20130120:1000,16.82,40.6,596.0,870.13,115.0,285.2,4.07,358.0,98003.0
20130120:1100,18.68,26.9,710.0,940.33,110.0,289.2,6.34,8.0,98042.0
20130120:1200,19.72,20.25,753.0,970.23,104.0,290.0,8.0,13.0,97974.0
20130120:1300,20.42,16.8,727.0,995.04,87.0,289.0,8.41,19.0,97925.0
20130120:1400,20.77,15.25,610.0,888.62,110.0,287.2,8.69,24.0,97867.0
20130120:1500,20.74,15.05,447.0,801.69,100.0,285.8,8.55,31.0,97886.0
20130120:1600,20.32,15.55,0.0,0.0,0.0,284.2,7.72,41.0,97906.0
20130120:1700,19.43,16.7,0.0,0.0,0.0,282.8,5.66,40.0,98003.0
20130120:1800,17.75,18.95,0.0,0.0,0.0,281.2,4.0,31.0,98109.0
20130120:1900,16.73,20.25,0.0,0.0,0.0,281.6,2.97,30.0,98226.0
20130120:2000,15.27,22.6,0.0,0.0,0.0,280.2,2.97,41.0,98284.0
20130120:2100,13.88,25.05,0.0,0.0,0.0,278.8,2.97,62.0,98362.0
20130120:2200,12.51,27.55,0.0,0.0,0.0,277.0,2.97,85.0,98439.0
20130120:2300,11.26,29.95,0.0,0.0,0.0,275.8,2.9,106.0,98410.0
20130121:0000,10.18,31.95,0.0,0.0,0.0,274.8,3.03,122.0,98439.0
20130121:0100,9.27,33.6,0.0,0.0,0.0,273.4,3.17,131.0,98410.0
20130121:0200,8.5,34.95,0.0,0.0,0.0,272.0,3.24,134.0,98420.0
20130121:0300,7.76,36.25,0.0,0.0,0.0,271.2,3.17,134.0,98381.0
20130121:0400,7.07,37.55,0.0,0.0,0.0,269.8,3.17,132.0,98400.0
20130121:0500,6.4,38.85,0.0,0.0,0.0,269.2,3.17,127.0,98381.0
20130121:0600,5.79,40.15,0.0,0.0,0.0,268.0,3.17,119.0,98400.0
20130121:0700,5.67,40.4,25.0,265.36,13.0,266.6,3.59,120.0,98468.0
20130121:0800,6.6,37.75,0.0,0.0,0.0,266.8,3.31,122.0,98507.0
20130121:0900,10.45,29.0,0.0,0.0,0.0,270.2,2.83,131.0,98594.0
20130121:1000,15.23,21.0,589.0,821.73,133.0,276.0,2.76,148.0,98633.0
20130121:1100,18.22,17.65,709.0,924.15,117.0,283.4,3.1,164.0,98643.0
20130121:1200,19.96,16.95,752.0,954.24,111.0,290.0,3.38,174.0,98536.0
20130121:1300,20.93,16.8,720.0,942.34,111.0,293.8,3.17,177.0,98449.0
20130121:1400,21.44,16.7,611.0,872.96,117.0,296.8,2.48,179.0,98352.0
20130121:1500,21.67,16.6,453.0,818.62,96.0,297.6,1.93,179.0,98332.0
20130121:1600,21.61,16.7,246.0,643.5,75.0,296.8,1.59,174.0,98332.0
20130121:1700,21.27,17.1,40.0,286.12,21.0,294.2,1.45,176.0,98342.0
20130121:1800,20.3,18.35,0.0,0.0,0.0,290.2,1.52,183.0,98371.0
20130121:1900,18.85,20.85,0.0,0.0,0.0,290.0,1.66,164.0,98429.0
20130121:2000,16.9,23.7,0.0,0.0,0.0,287.8,2.07,154.0,98458.0
20130121:2100,15.34,25.75,0.0,0.0,0.0,284.8,2.69,148.0,98507.0
20130121:2200,14.01,27.8,0.0,0.0,0.0,282.4,3.17,146.0,98507.0
20130121:2300,12.82,29.7,0.0,0.0,0.0,279.8,3.38,145.0,98478.0
20130122:0000,11.76,31.6,0.0,0.0,0.0,277.4,3.38,145.0,98458.0
20130122:0100,10.73,33.7,0.0,0.0,0.0,275.2,3.17,141.0,98439.0
20130122:0200,9.65,36.25,0.0,0.0,0.0,273.0,2.97,132.0,98429.0
20130122:0300,8.52,39.35,0.0,0.0,0.0,271.6,2.69,119.0,98381.0
20130122:0400,7.55,42.2,0.0,0.0,0.0,270.2,2.69,108.0,98400.0
20130122:0500,6.58,45.3,0.0,0.0,0.0,269.0,2.55,103.0,98410.0
20130122:0600,5.81,48.05,0.0,0.0,0.0,268.6,2.34,105.0,98468.0
20130122:0700,5.89,48.3,19.0,86.5,15.0,275.6,3.38,112.0,98497.0
20130122:0800,6.85,45.5,213.0,495.67,90.0,284.0,3.03,116.0,98497.0
20130122:0900,10.15,36.75,424.0,724.42,118.0,289.4,2.55,120.0,98575.0
20130122:1000,14.56,27.6,541.0,604.87,204.0,296.8,2.69,124.0,98575.0
20130122:1100,17.94,22.55,653.0,685.66,212.0,305.2,3.03,128.0,98565.0
20130122:1200,20.23,20.0,776.0,1046.48,70.0,307.2,3.1,132.0,98449.0
20130122:1300,21.67,18.7,735.0,997.85,87.0,319.8,3.17,140.0,98323.0
20130122:1400,22.6,17.75,563.0,646.57,195.0,314.6,3.1,148.0,98245.0
20130122:1500,23.09,17.05,206.0,25.03,195.0,303.4,2.34,153.0,98187.0
20130122:1600,23.03,17.0,145.0,74.36,125.0,310.4,1.24,179.0,98206.0
20130122:1700,22.58,17.5,23.0,28.8,21.0,321.2,0.48,264.0,98158.0
20130122:1800,21.66,18.8,0.0,0.0,0.0,333.2,1.93,322.0,98177.0
20130122:1900,20.66,20.05,0.0,0.0,0.0,337.8,2.48,344.0,98187.0
20130122:2000,19.09,22.35,0.0,0.0,0.0,330.6,3.1,351.0,98255.0
20130122:2100,18.08,23.65,0.0,0.0,0.0,332.0,3.59,356.0,98323.0
20130122:2200,17.32,24.35,0.0,0.0,0.0,330.6,4.0,8.0,98323.0
20130122:2300,16.76,24.5,0.0,0.0,0.0,332.6,4.34,20.0,98323.0
20130123:0000,16.23,24.7,0.0,0.0,0.0,331.2,4.55,26.0,98303.0
20130123:0100,15.61,25.45,0.0,0.0,0.0,326.25,4.76,26.0,98274.0
20130123:0200,14.86,26.65,0.0,0.0,0.0,315.8,4.9,24.0,98274.0
20130123:0300,14.11,27.95,0.0,0.0,0.0,310.8,5.03,23.0,98245.0
20130123:0400,13.69,28.7,0.0,0.0,0.0,320.0,4.9,26.0,98235.0
20130123:0500,13.23,29.6,0.0,0.0,0.0,318.2,4.76,28.0,98265.0
20130123:0600,12.74,30.65,0.0,0.0,0.0,314.8,4.83,30.0,98303.0
20130123:0700,11.27,33.95,28.0,358.99,11.0,278.4,4.76,27.0,98371.0
20130123:0800,11.56,33.5,237.0,696.99,63.0,276.2,4.62,26.0,98468.0
20130123:0900,13.78,29.05,443.0,829.58,91.0,277.6,5.1,22.0,98585.0
20130123:1000,16.49,24.5,620.0,956.31,85.0,281.8,6.21,18.0,98614.0
20130123:1100,19.04,20.75,700.0,857.8,146.0,286.8,7.17,14.0,98691.0
20130123:1200,20.89,18.2,739.0,867.76,151.0,291.4,8.21,12.0,98623.0
20130123:1300,21.72,17.3,735.0,980.72,95.0,294.8,9.52,17.0,98565.0
20130123:1400,22.0,16.7,632.0,943.28,92.0,295.6,9.38,18.0,98497.0
20130123:1500,22.03,16.05,482.0,964.46,55.0,295.0,8.76,18.0,98526.0
20130123:1600,21.66,16.25,259.0,697.99,69.0,292.4,8.21,18.0,98555.0
20130123:1700,20.75,17.45,47.0,372.29,20.0,288.6,6.69,17.0,98604.0
20130123:1800,19.04,19.9,0.0,0.0,0.0,284.6,5.86,16.0,98672.0
20130123:1900,17.82,21.9,0.0,0.0,0.0,281.6,5.03,18.0,98740.0
20130123:2000,16.67,24.1,0.0,0.0,0.0,280.2,5.24,19.0,98846.0
20130123:2100,15.71,26.2,0.0,0.0,0.0,278.6,5.72,22.0,98904.0
20130123:2200,14.91,28.15,0.0,0.0,0.0,276.6,5.86,27.0,98963.0
20130123:2300,14.09,30.2,0.0,0.0,0.0,274.4,5.52,32.0,98992.0
20130124:0000,13.14,32.45,0.0,0.0,0.0,271.4,5.03,36.0,99050.0
20130124:0100,12.09,34.95,0.0,0.0,0.0,268.2,4.76,38.0,99011.0
20130124:0200,11.03,37.65,0.0,0.0,0.0,265.4,4.55,38.0,99040.0
20130124:0300,9.94,40.6,0.0,0.0,0.0,262.6,4.41,38.0,98992.0
20130124:0400,8.94,43.3,0.0,0.0,0.0,259.4,4.34,39.0,99050.0
20130124:0500,8.0,45.9,0.0,0.0,0.0,256.4,4.34,39.0,99050.0
20130124:0600,7.1,48.4,0.0,0.0,0.0,253.4,4.41,37.0,99089.0
20130124:0700,6.61,48.8,25.0,226.54,14.0,251.4,4.14,40.0,99127.0
20130124:0800,7.11,46.65,228.0,597.05,78.0,250.2,3.86,42.0,99176.0
20130124:0900,9.99,37.6,428.0,727.18,118.0,252.4,3.66,45.0,99292.0
20130124:1000,13.28,28.7,596.0,824.09,133.0,258.0,3.45,51.0,99331.0
20130124:1100,15.9,22.2,723.0,943.6,111.0,264.8,3.17,58.0,99283.0
20130124:1200,17.53,19.5,759.0,938.82,120.0,270.8,3.03,57.0,99205.0
20130124:1300,18.51,18.0,739.0,981.97,95.0,275.2,2.62,40.0,99079.0
20130124:1400,19.25,16.95,633.0,927.35,99.0,277.4,2.76,16.0,98992.0
20130124:1500,19.63,16.35,470.0,856.3,88.0,278.0,3.1,2.0,98914.0
20130124:1600,19.55,16.3,259.0,664.28,76.0,277.2,3.17,355.0,98895.0
20130124:1700,18.99,17.0,48.0,330.66,23.0,275.0,2.76,349.0,98914.0
20130124:1800,17.57,18.95,0.0,0.0,0.0,271.8,2.48,342.0,98924.0
20130124:1900,16.3,21.8,0.0,0.0,0.0,270.6,1.52,350.0,98943.0
20130124:2000,15.2,24.15,0.0,0.0,0.0,268.2,0.97,343.0,98963.0
20130124:2100,14.61,24.7,0.0,0.0,0.0,265.8,1.03,316.0,98953.0
20130124:2200,14.17,25.3,0.0,0.0,0.0,264.2,1.03,277.0,98982.0
20130124:2300,11.69,30.3,0.0,0.0,0.0,262.6,1.66,239.0,98904.0
20130125:0000,9.1,36.15,0.0,0.0,0.0,262.2,2.48,229.0,98914.0
20130125:0100,8.09,38.3,0.0,0.0,0.0,261.0,2.97,229.0,98866.0
20130125:0200,7.36,40.0,0.0,0.0,0.0,260.0,3.24,233.0,98837.0
20130125:0300,6.54,42.1,0.0,0.0,0.0,259.2,3.24,241.0,98798.0
20130125:0400,5.79,44.15,0.0,0.0,0.0,257.8,3.17,251.0,98808.0
20130125:0500,5.12,46.0,0.0,0.0,0.0,257.2,3.24,258.0,98808.0
20130125:0600,4.45,48.0,0.0,0.0,0.0,256.8,3.17,262.0,98817.0
20130125:0700,3.85,50.35,30.0,320.97,14.0,256.4,2.97,253.0,98856.0
20130125:0800,4.37,48.5,235.0,648.44,71.0,258.2,2.62,253.0,98904.0
20130125:0900,8.16,37.05,440.0,786.68,103.0,262.4,2.34,259.0,99001.0
20130125:1000,11.95,28.45,613.0,889.61,111.0,268.6,2.9,262.0,99011.0
20130125:1100,14.9,23.65,722.0,927.25,118.0,275.6,3.59,264.0,98943.0
20130125:1200,17.48,20.65,759.0,921.41,129.0,281.8,4.21,272.0,98827.0
20130125:1300,19.53,18.6,743.0,983.12,95.0,287.6,4.69,281.0,98711.0
20130125:1400,20.96,17.15,633.0,911.55,105.0,291.6,4.83,290.0,98585.0
20130125:1500,21.81,16.2,479.0,889.87,79.0,294.4,4.69,298.0,98555.0
20130125:1600,22.04,15.9,267.0,706.64,70.0,296.4,4.28,307.0,98555.0
20130125:1700,21.48,16.55,52.0,368.46,23.0,296.8,2.83,310.0,98585.0
20130125:1800,20.3,18.0,0.0,0.0,0.0,296.0,1.86,290.0,98614.0
20130125:1900,18.7,21.9,0.0,0.0,0.0,294.0,1.24,234.0,98643.0
20130125:2000,17.13,23.6,0.0,0.0,0.0,294.6,1.66,210.0,98672.0
20130125:2100,16.19,24.9,0.0,0.0,0.0,295.0,1.66,203.0,98701.0
20130125:2200,16.61,23.85,0.0,0.0,0.0,295.6,1.31,196.0,98740.0
20130125:2300,16.38,24.1,0.0,0.0,0.0,295.6,1.31,185.0,98740.0
20130126:0000,14.13,28.25,0.0,0.0,0.0,295.4,1.79,183.0,98749.0
20130126:0100,12.01,32.7,0.0,0.0,0.0,295.2,2.41,195.0,98711.0
20130126:0200,10.69,35.75,0.0,0.0,0.0,295.0,2.62,208.0,98672.0
20130126:0300,9.67,38.4,0.0,0.0,0.0,294.0,2.48,224.0,98633.0
20130126:0400,9.63,38.35,0.0,0.0,0.0,292.2,1.93,242.0,98614.0
20130126:0500,9.36,38.85,0.0,0.0,0.0,290.0,1.66,298.0,98672.0
20130126:0600,7.37,44.6,0.0,0.0,0.0,286.8,2.41,335.0,98730.0
20130126:0700,8.11,41.85,30.0,292.79,15.0,281.4,1.72,350.0,98769.0
20130126:0800,8.64,40.55,238.0,663.58,69.0,280.8,1.45,351.0,98817.0
20130126:0900,10.89,35.1,445.0,801.31,100.0,285.2,1.38,335.0,98866.0
20130126:1000,14.85,26.55,609.0,857.39,123.0,291.4,2.14,331.0,98895.0
20130126:1100,17.64,23.55,733.0,962.9,103.0,300.0,2.69,335.0,98846.0
20130126:1200,20.09,23.15,771.0,957.94,113.0,309.4,2.97,339.0,98749.0
20130126:1300,21.94,24.7,751.0,1002.31,87.0,317.0,3.24,343.0,98623.0
20130126:1400,23.11,26.45,644.0,947.36,92.0,321.4,3.86,346.0,98546.0
20130126:1500,23.68,26.85,486.0,907.42,75.0,323.4,4.62,354.0,98546.0
20130126:1600,23.57,27.8,272.0,723.14,68.0,322.8,4.83,358.0,98526.0
20130126:1700,22.91,29.65,55.0,366.68,25.0,320.6,3.86,357.0,98546.0
20130126:1800,21.34,33.35,0.0,0.0,0.0,315.6,2.97,352.0,98575.0
