time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20190530:1700,27.77,25.5,238.0,377.82,120.0,352.4,8.48,66.0,95558.0
20190530:1800,26.78,26.3,46.0,74.18,38.0,347.4,8.28,66.0,95568.0
20190530:1900,25.72,27.15,0.0,0.0,0.0,339.2,6.76,65.0,95662.0
20190530:2000,24.72,28.45,0.0,0.0,0.0,336.0,6.41,67.0,95728.0
20190530:2100,23.81,29.75,0.0,0.0,0.0,332.2,6.07,69.0,95840.0
20190530:2200,22.85,31.2,0.0,0.0,0.0,329.2,5.79,72.0,95878.0
20190530:2300,21.84,33.1,0.0,0.0,0.0,325.6,5.31,75.0,95859.0
20190531:0000,20.76,35.8,0.0,0.0,0.0,322.4,4.83,78.0,95831.0
20190531:0100,19.68,39.25,0.0,0.0,0.0,319.45,4.48,76.0,95803.0
20190531:0200,18.66,43.1,0.0,0.0,0.0,316.4,4.69,71.0,95793.0
20190531:0300,17.69,46.7,0.0,0.0,0.0,313.2,5.31,62.0,95803.0
20190531:0400,16.78,49.6,0.0,0.0,0.0,309.6,5.59,57.0,95850.0
20190531:0500,16.02,51.75,46.0,183.87,30.0,306.4,5.59,53.0,95925.0
20190531:0600,16.36,50.15,241.0,494.37,97.0,305.0,5.45,50.0,95972.0
20190531:0700,17.95,44.35,456.0,643.71,141.0,307.6,7.31,60.0,96047.0
20190531:0800,19.3,41.4,654.0,708.36,181.0,312.4,7.59,66.0,96066.0
20190531:0900,20.88,38.45,830.0,779.83,195.0,318.6,7.45,68.0,96047.0
20190531:1000,22.64,35.25,966.0,845.49,189.0,325.8,7.31,69.0,96019.0
20190531:1100,24.29,32.3,1051.0,912.03,162.0,333.2,7.17,69.0,95925.0
20190531:1200,25.62,30.0,1071.0,964.48,128.0,340.2,7.1,71.0,95878.0
20190531:1300,26.53,28.5,1008.0,946.39,130.0,344.8,6.97,72.0,95831.0
20190531:1400,27.12,27.45,873.0,876.61,147.0,348.0,6.62,71.0,95765.0
20190531:1500,27.4,26.55,677.0,727.55,178.0,348.6,6.34,68.0,95709.0
20190531:1600,25.94,25.16,473.0,628.84,152.0,334.63,5.24,67.0,95690.0
20190531:1700,25.52,26.43,266.0,531.96,99.0,334.59,5.4,65.0,95680.0
20190531:1800,25.1,27.7,63.0,218.84,39.0,334.54,5.56,66.0,95690.0
20190531:1900,24.67,28.97,0.0,0.0,0.0,334.49,5.72,80.0,95709.0
20190531:2000,24.25,30.25,0.0,0.0,0.0,334.44,5.87,90.0,95756.0
20190531:2100,23.83,31.52,0.0,0.0,0.0,334.4,6.03,97.0,95840.0
20190531:2200,23.4,32.79,0.0,0.0,0.0,334.35,6.19,99.0,95831.0
20190531:2300,22.98,34.06,0.0,0.0,0.0,334.3,6.35,97.0,95859.0
20170601:0000,22.56,35.33,0.0,0.0,0.0,334.25,6.51,58.0,95502.0
20170601:0100,22.13,36.6,0.0,0.0,0.0,334.21,6.66,58.0,95502.0
20170601:0200,21.71,37.87,0.0,0.0,0.0,334.16,6.82,60.0,95492.0
20170601:0300,21.29,39.14,0.0,0.0,0.0,334.11,6.98,60.0,95502.0
20170601:0400,20.86,40.41,0.0,0.0,0.0,334.06,7.14,56.0,95521.0
20170601:0500,20.44,41.68,38.0,91.07,30.0,334.02,7.3,50.0,95521.0
20170601:0600,20.02,42.95,217.0,356.28,113.0,333.97,7.45,46.0,95558.0
20170601:0700,19.6,44.23,431.0,547.14,163.0,333.92,7.61,51.0,95568.0
20170601:0800,23.84,37.1,630.0,645.12,199.0,341.4,9.24,54.0,95568.0
20170601:0900,25.96,33.95,811.0,743.94,205.0,345.4,9.66,58.0,95539.0
20170601:1000,28.11,30.55,990.0,949.63,117.0,357.8,10.21,63.0,95539.0
20170601:1100,29.72,28.2,1008.0,813.23,215.0,364.6,10.9,66.0,95445.0
20170601:1200,31.13,25.35,994.0,767.71,243.0,369.2,11.24,68.0,95389.0
20170601:1300,32.15,23.1,946.0,783.05,219.0,375.0,11.17,71.0,95351.0
20170601:1400,32.63,22.5,855.0,837.07,161.0,379.8,10.83,74.0,95323.0
20170601:1500,32.79,22.9,581.0,438.15,280.0,381.6,10.34,79.0,95295.0
20170601:1600,32.65,23.7,438.0,494.32,185.0,380.4,9.79,82.0,95266.0
20170601:1700,32.19,24.65,231.0,332.79,126.0,378.8,9.17,83.0,95295.0
20170601:1800,31.42,25.9,54.0,125.61,40.0,377.0,8.41,79.0,95295.0
20170601:1900,29.6,31.25,0.0,0.0,0.0,371.8,6.14,79.0,95332.0
20170601:2000,28.59,33.4,0.0,0.0,0.0,367.8,5.72,69.0,95389.0
20170601:2100,27.66,35.35,0.0,0.0,0.0,366.6,5.59,58.0,95473.0
20170601:2200,26.75,37.25,0.0,0.0,0.0,364.8,5.72,49.0,95492.0
20170601:2300,26.03,38.8,0.0,0.0,0.0,368.4,5.79,46.0,95502.0
20170602:0000,25.36,40.55,0.0,0.0,0.0,369.4,5.72,44.0,95473.0
20170602:0100,24.68,42.6,0.0,0.0,0.0,369.05,5.72,43.0,95436.0
20170602:0200,23.78,45.65,0.0,0.0,0.0,356.8,5.66,42.0,95417.0
20170602:0300,22.9,49.05,0.0,0.0,0.0,353.6,5.45,41.0,95408.0
20170602:0400,22.08,52.5,0.0,0.0,0.0,350.8,5.38,42.0,95426.0
20170602:0500,21.31,55.6,40.0,101.58,31.0,345.2,5.59,43.0,95483.0
20170602:0600,21.49,54.85,203.0,280.38,121.0,343.0,6.0,42.0,95511.0
20170602:0700,23.06,49.1,431.0,546.69,163.0,347.6,7.79,43.0,95577.0
20170602:0800,24.76,42.25,641.0,683.73,184.0,352.4,7.79,46.0,95568.0
20170602:0900,26.84,35.55,807.0,730.2,212.0,358.2,7.66,52.0,95549.0
20170602:1000,28.88,30.3,946.0,810.15,201.0,365.6,7.45,59.0,95568.0
20170602:1100,30.7,26.6,1013.0,828.32,205.0,373.2,7.1,64.0,95511.0
20170602:1200,32.21,23.95,1023.0,844.99,196.0,380.4,6.62,67.0,95445.0
20170602:1300,33.39,22.05,962.0,828.78,192.0,385.6,6.14,70.0,95370.0
20170602:1400,34.2,20.8,842.0,792.82,184.0,389.0,5.79,74.0,95323.0
20170602:1500,34.6,20.15,663.0,691.78,187.0,390.0,5.52,78.0,95266.0
20170602:1600,34.54,20.25,454.0,557.35,168.0,389.45,5.17,83.0,95219.0
20170602:1700,34.1,20.9,242.0,384.78,120.0,386.8,4.83,87.0,95238.0
20170602:1800,33.32,22.15,57.0,132.51,42.0,381.6,4.48,89.0,95210.0
20170602:1900,31.86,23.75,0.0,0.0,0.0,375.4,4.0,74.0,95295.0
20170602:2000,30.73,25.7,0.0,0.0,0.0,371.6,3.66,65.0,95351.0
20170602:2100,29.62,27.7,0.0,0.0,0.0,368.2,3.79,64.0,95398.0
20170602:2200,28.53,29.7,0.0,0.0,0.0,364.2,3.86,64.0,95398.0
20170602:2300,27.52,31.7,0.0,0.0,0.0,359.0,4.07,59.0,95389.0
20170603:0000,26.57,33.9,0.0,0.0,0.0,355.6,4.41,52.0,95313.0
20170603:0100,25.71,36.6,0.0,0.0,0.0,354.05,4.48,52.0,95313.0
20170603:0200,24.72,40.3,0.0,0.0,0.0,351.6,4.21,56.0,95313.0
20170603:0300,23.68,44.5,0.0,0.0,0.0,348.8,4.0,55.0,95323.0
20170603:0400,22.71,48.5,0.0,0.0,0.0,346.6,4.0,47.0,95342.0
20170603:0500,22.01,51.55,40.0,100.82,31.0,350.0,4.14,40.0,95361.0
20170603:0600,22.46,50.6,218.0,355.01,114.0,343.2,4.14,38.0,95370.0
20170603:0700,25.04,44.0,434.0,558.55,160.0,349.8,4.55,54.0,95417.0
20170603:0800,27.35,37.3,638.0,671.51,189.0,357.2,5.1,61.0,95398.0
20170603:0900,29.69,31.5,807.0,730.02,212.0,366.4,5.79,65.0,95379.0
20170603:1000,31.86,26.65,936.0,780.59,218.0,375.4,6.55,69.0,95342.0
20170603:1100,33.71,22.75,1014.0,828.05,206.0,383.4,7.1,73.0,95276.0
20170603:1200,35.08,19.75,1012.0,813.96,215.0,390.2,7.45,77.0,95191.0
20170603:1300,36.04,17.6,957.0,813.16,201.0,394.0,7.59,80.0,95106.0
20170603:1400,36.46,16.5,829.0,748.68,207.0,400.45,7.79,83.0,95022.0
20170603:1500,36.72,15.85,660.0,679.09,192.0,399.85,7.79,85.0,94946.0
20170603:1600,36.38,16.25,453.0,546.21,172.0,402.25,7.45,88.0,94909.0
20170603:1700,35.31,17.8,235.0,342.14,126.0,396.45,5.59,94.0,94918.0
20170603:1800,34.72,17.7,52.0,87.03,42.0,405.85,3.24,97.0,94928.0
20170603:1900,33.87,19.55,0.0,0.0,0.0,396.45,5.17,79.0,94994.0
20170603:2000,32.69,21.1,0.0,0.0,0.0,392.05,5.17,54.0,95088.0
20170603:2100,31.68,22.15,0.0,0.0,0.0,389.4,5.66,48.0,95116.0
20170603:2200,30.77,22.6,0.0,0.0,0.0,383.0,5.66,48.0,95295.0
20170603:2300,29.61,24.35,0.0,0.0,0.0,378.8,5.52,32.0,95285.0
20170604:0000,28.13,29.3,0.0,0.0,0.0,376.4,6.21,12.0,95332.0
20170604:0100,26.76,35.25,0.0,0.0,0.0,363.85,6.97,7.0,95304.0
20170604:0200,26.0,38.25,0.0,0.0,0.0,365.8,7.52,10.0,95295.0
20170604:0300,25.19,40.8,0.0,0.0,0.0,357.4,7.93,15.0,95257.0
20170604:0400,24.53,44.25,0.0,0.0,0.0,363.0,7.93,17.0,95276.0
20170604:0500,23.98,46.35,33.0,44.52,29.0,357.8,7.93,18.0,95285.0
20170604:0600,24.57,44.0,21.0,0.0,21.0,358.0,7.79,21.0,95295.0
20170604:0700,26.07,39.5,288.0,116.13,231.0,367.8,8.07,25.0,95304.0
20170604:0800,28.19,33.0,595.0,527.78,242.0,370.0,9.45,34.0,95276.0
20170604:0900,30.08,28.0,838.0,832.91,159.0,379.6,9.79,42.0,95219.0
20170604:1000,31.82,24.15,930.0,765.2,226.0,389.8,9.1,50.0,95210.0
20170604:1100,33.34,20.95,980.0,737.64,260.0,393.85,8.48,56.0,95154.0
20170604:1200,34.17,19.05,951.0,655.37,309.0,397.05,7.93,63.0,95106.0
20170604:1300,34.6,17.9,911.0,683.63,275.0,413.05,7.66,69.0,95229.0
20170604:1400,34.88,17.35,844.0,792.43,185.0,415.25,7.45,75.0,95135.0
20170604:1500,34.37,17.6,566.0,391.19,296.0,407.05,5.79,83.0,94994.0
20170604:1600,33.7,18.05,56.0,0.0,56.0,416.25,2.69,88.0,94899.0
20170604:1700,33.23,18.75,117.0,15.62,112.0,410.25,2.07,83.0,94890.0
20170604:1800,32.96,19.0,62.0,163.0,43.0,393.45,2.76,85.0,94918.0
20170604:1900,31.61,21.5,0.0,0.0,0.0,371.6,3.03,89.0,94965.0
20170604:2000,30.46,23.2,0.0,0.0,0.0,374.4,2.9,74.0,95022.0
20170604:2100,29.29,25.25,0.0,0.0,0.0,372.8,3.24,43.0,95135.0
20170604:2200,28.36,27.05,0.0,0.0,0.0,379.6,3.79,36.0,95125.0
20170604:2300,27.53,28.75,0.0,0.0,0.0,375.0,4.28,34.0,95125.0
20170605:0000,26.46,32.25,0.0,0.0,0.0,366.0,5.45,33.0,95097.0
20170605:0100,25.24,38.25,0.0,0.0,0.0,366.05,5.79,41.0,95116.0
20170605:0200,24.28,43.65,0.0,0.0,0.0,367.8,5.24,40.0,95172.0
20170605:0300,23.51,47.75,0.0,0.0,0.0,368.4,4.69,26.0,95201.0
20170605:0400,22.84,50.4,0.0,0.0,0.0,359.6,3.79,50.0,95257.0
20170605:0500,21.93,53.7,42.0,121.74,31.0,345.0,3.52,64.0,95248.0
20170605:0600,22.29,52.4,38.0,0.0,38.0,341.0,3.79,57.0,95219.0
20170605:0700,23.77,51.25,454.0,649.63,135.0,353.0,5.38,29.0,95266.0
20170605:0800,25.27,44.1,599.0,539.63,238.0,357.4,5.31,24.0,95257.0
20170605:0900,26.87,37.8,825.0,787.4,183.0,365.6,4.55,21.0,95266.0
20170605:1000,28.42,33.35,946.0,809.62,201.0,371.2,4.28,14.0,95229.0
20170605:1100,29.64,30.65,1025.0,859.32,186.0,380.8,3.86,3.0,95248.0
20170605:1200,30.39,29.0,1012.0,813.26,215.0,391.05,3.24,342.0,95201.0
20170605:1300,31.49,26.05,921.0,710.05,260.0,392.0,3.52,313.0,95106.0
20170605:1400,32.53,22.05,835.0,762.83,200.0,400.25,4.41,299.0,95041.0
20170605:1500,33.18,18.4,670.0,705.98,182.0,392.4,5.24,297.0,94984.0
20170605:1600,33.4,14.9,466.0,591.9,160.0,382.0,5.86,300.0,94946.0
20170605:1700,33.12,11.95,258.0,454.1,112.0,370.0,5.79,305.0,94956.0
20170605:1800,32.38,10.45,66.0,194.61,43.0,357.8,5.52,317.0,94956.0
20170605:1900,30.7,11.65,0.0,0.0,0.0,341.8,4.55,351.0,95031.0
20170605:2000,29.27,13.4,0.0,0.0,0.0,337.4,4.07,9.0,95088.0
20170605:2100,27.91,15.45,0.0,0.0,0.0,334.4,4.0,19.0,95182.0
20170605:2200,26.35,19.45,0.0,0.0,0.0,332.8,5.1,31.0,95191.0
20170605:2300,24.61,27.95,0.0,0.0,0.0,332.0,5.86,34.0,95257.0
20170606:0000,23.28,34.35,0.0,0.0,0.0,330.4,4.83,27.0,95304.0
20170606:0100,22.17,38.3,0.0,0.0,0.0,328.25,3.93,17.0,95304.0
20170606:0200,21.1,41.7,0.0,0.0,0.0,325.0,3.52,5.0,95313.0
20170606:0300,20.07,45.1,0.0,0.0,0.0,319.2,3.59,355.0,95323.0
20170606:0400,19.11,47.8,0.0,0.0,0.0,311.4,3.79,351.0,95379.0
20170606:0500,18.32,48.65,50.0,198.27,32.0,304.8,4.0,350.0,95436.0
20170606:0600,18.95,44.4,243.0,513.67,92.0,302.4,4.07,352.0,95492.0
20170606:0700,21.08,37.4,454.0,649.43,135.0,307.2,5.45,355.0,95530.0
20170606:0800,23.04,32.55,649.0,709.95,174.0,313.8,6.34,1.0,95539.0
20170606:0900,25.01,28.2,820.0,772.6,190.0,322.0,6.21,11.0,95511.0
20170606:1000,26.68,24.35,941.0,794.29,210.0,330.4,5.66,21.0,95502.0
20170606:1100,28.05,21.35,1014.0,828.4,205.0,339.2,4.97,28.0,95473.0
20170606:1200,29.18,19.05,1001.0,782.33,234.0,345.4,4.41,30.0,95408.0
20170606:1300,30.06,17.35,953.0,797.64,210.0,350.4,3.93,30.0,95342.0
20170606:1400,30.72,16.15,845.0,793.31,184.0,353.2,3.66,30.0,95323.0
20170606:1500,31.13,15.45,678.0,733.84,170.0,354.2,3.45,31.0,95257.0
20170606:1600,31.29,15.2,478.0,640.68,146.0,353.4,3.52,30.0,95257.0
20170606:1700,31.16,15.25,265.0,492.36,106.0,351.2,3.66,32.0,95248.0
20170606:1800,30.71,15.8,69.0,217.11,43.0,347.8,3.72,38.0,95276.0
20170606:1900,29.53,17.65,0.0,0.0,0.0,343.6,2.9,60.0,95304.0
20170606:2000,28.3,20.1,0.0,0.0,0.0,341.0,3.31,85.0,95398.0
20170606:2100,26.96,23.55,0.0,0.0,0.0,339.4,3.86,95.0,95492.0
20170606:2200,25.66,27.75,0.0,0.0,0.0,337.0,4.21,96.0,95549.0
20170606:2300,24.51,31.8,0.0,0.0,0.0,335.4,3.93,91.0,95586.0
20170607:0000,23.42,35.4,0.0,0.0,0.0,333.6,3.1,84.0,95596.0
20170607:0100,22.27,38.9,0.0,0.0,0.0,332.25,2.28,78.0,95605.0
20170607:0200,21.16,42.65,0.0,0.0,0.0,330.6,1.66,68.0,95615.0
20170607:0300,21.07,42.8,0.0,0.0,0.0,329.4,1.38,50.0,95605.0
20170607:0400,20.99,42.95,0.0,0.0,0.0,327.8,1.31,33.0,95662.0
20170607:0500,20.49,44.35,51.0,208.48,32.0,326.4,1.38,18.0,95718.0
20170607:0600,20.24,45.35,246.0,533.72,89.0,327.2,1.45,11.0,95756.0
20170607:0700,23.13,38.65,463.0,698.16,120.0,333.0,0.83,55.0,95840.0
20170607:0800,25.79,31.2,663.0,765.2,151.0,341.8,1.72,99.0,95850.0
20170607:0900,27.43,27.15,825.0,787.28,183.0,350.6,2.97,112.0,95869.0
20170607:1000,28.77,24.3,951.0,824.62,192.0,357.6,3.59,112.0,95869.0
20170607:1100,29.87,22.4,1030.0,875.31,175.0,363.6,3.66,111.0,95831.0
20170607:1200,30.74,21.0,1024.0,844.24,196.0,368.8,3.38,110.0,95756.0
20170607:1300,31.44,19.95,959.0,813.26,201.0,373.0,2.97,108.0,95709.0
20170607:1400,31.96,19.1,850.0,808.17,176.0,375.6,2.62,103.0,95643.0
20170607:1500,32.28,18.5,675.0,719.82,176.0,375.8,2.48,97.0,95577.0
20170607:1600,32.4,18.25,474.0,618.03,153.0,374.6,2.48,87.0,95549.0
20170607:1700,32.25,18.4,268.0,502.61,105.0,371.4,2.76,81.0,95521.0
20170607:1800,31.84,18.85,71.0,222.61,44.0,367.4,3.03,83.0,95539.0
20170607:1900,31.04,19.3,0.0,0.0,0.0,361.2,3.38,104.0,95558.0
20170607:2000,30.05,20.5,0.0,0.0,0.0,358.8,3.66,125.0,95624.0
20170607:2100,28.9,21.7,0.0,0.0,0.0,356.2,3.86,139.0,95680.0
20170607:2200,27.72,22.95,0.0,0.0,0.0,352.2,3.86,149.0,95699.0
20170607:2300,26.58,24.1,0.0,0.0,0.0,348.4,3.86,153.0,95709.0
20170608:0000,25.5,25.4,0.0,0.0,0.0,344.4,3.59,155.0,95652.0
20170608:0100,24.42,26.9,0.0,0.0,0.0,340.65,3.17,158.0,95643.0
20170608:0200,23.28,28.85,0.0,0.0,0.0,337.6,2.69,169.0,95633.0
20170608:0300,22.12,31.15,0.0,0.0,0.0,335.0,2.41,184.0,95633.0
20170608:0400,21.06,33.65,0.0,0.0,0.0,333.0,2.14,192.0,95680.0
20170608:0500,20.8,34.15,49.0,185.98,32.0,331.4,1.86,189.0,95709.0
20170608:0600,21.07,34.05,243.0,513.1,92.0,332.0,1.79,168.0,95746.0
20170608:0700,24.39,30.15,454.0,649.26,135.0,337.6,2.07,146.0,95784.0
20170608:0800,26.72,28.2,648.0,709.92,173.0,344.8,3.38,146.0,95803.0
20170608:0900,28.54,25.7,820.0,772.56,190.0,353.2,4.34,148.0,95803.0
20170608:1000,29.97,22.85,940.0,794.14,209.0,361.4,4.41,147.0,95803.0
20170608:1100,31.1,20.6,1014.0,828.06,205.0,368.6,4.28,145.0,95793.0
20170608:1200,32.03,19.1,1013.0,813.36,215.0,374.0,3.93,147.0,95728.0
20170608:1300,32.8,18.0,960.0,812.79,202.0,378.0,3.72,148.0,95671.0
20170608:1400,33.34,17.2,851.0,807.45,177.0,380.2,3.59,149.0,95577.0
20170608:1500,33.67,16.7,680.0,733.23,171.0,380.4,3.59,148.0,95511.0
20170608:1600,33.67,16.5,480.0,641.63,146.0,378.6,3.52,146.0,95473.0
20170608:1700,33.39,16.65,267.0,485.18,109.0,375.6,3.38,144.0,95436.0
20170608:1800,32.86,17.1,70.0,203.64,45.0,371.4,3.66,143.0,95445.0
20170608:1900,31.83,17.45,0.0,0.0,0.0,364.6,3.59,145.0,95455.0
20170608:2000,30.68,18.7,0.0,0.0,0.0,361.4,3.79,148.0,95521.0
20170608:2100,29.52,20.0,0.0,0.0,0.0,358.0,3.86,152.0,95577.0
20170608:2200,28.37,21.3,0.0,0.0,0.0,355.4,4.07,158.0,95568.0
20170608:2300,27.34,22.45,0.0,0.0,0.0,352.2,4.28,165.0,95577.0
20170609:0000,26.38,23.35,0.0,0.0,0.0,349.6,4.28,171.0,95530.0
20170609:0100,25.5,24.15,0.0,0.0,0.0,346.65,4.34,174.0,95483.0
20170609:0200,24.68,25.0,0.0,0.0,0.0,344.0,4.21,178.0,95473.0
20170609:0300,23.88,25.95,0.0,0.0,0.0,341.6,3.86,189.0,95464.0
20170609:0400,23.08,27.05,0.0,0.0,0.0,339.2,3.59,199.0,95502.0
20170609:0500,22.37,28.15,45.0,141.92,32.0,336.2,3.45,203.0,95539.0
20170609:0600,22.98,27.1,235.0,451.84,102.0,336.2,3.1,204.0,95568.0
20170609:0700,26.08,23.65,449.0,624.87,142.0,340.8,3.38,195.0,95624.0
20170609:0800,28.52,21.05,645.0,696.52,179.0,348.2,4.21,190.0,95643.0
20170609:0900,30.42,18.95,820.0,771.37,191.0,356.6,4.48,186.0,95643.0
20170609:1000,31.94,17.15,940.0,794.11,209.0,365.6,4.0,183.0,95633.0
20170609:1100,33.29,15.85,1036.0,891.37,165.0,374.0,3.72,180.0,95605.0
20170609:1200,34.39,14.8,1035.0,876.26,175.0,380.6,3.66,178.0,95539.0
20170609:1300,35.2,14.05,976.0,859.49,174.0,385.2,3.45,179.0,95445.0
20170609:1400,35.74,13.5,866.0,853.43,153.0,387.2,3.24,182.0,95370.0
20170609:1500,36.09,13.1,677.0,720.74,176.0,387.4,2.97,183.0,95285.0
20170609:1600,36.03,13.05,468.0,584.65,163.0,385.4,2.55,187.0,95276.0
20170609:1700,35.91,13.05,259.0,434.32,117.0,384.0,2.28,186.0,95219.0
20170609:1800,35.45,13.35,59.0,104.67,46.0,383.8,1.86,174.0,95248.0
20170609:1900,34.58,14.0,0.0,0.0,0.0,389.0,1.79,162.0,95276.0
20170609:2000,33.23,15.2,0.0,0.0,0.0,377.4,2.69,152.0,95323.0
20170609:2100,31.81,16.55,0.0,0.0,0.0,372.2,3.03,155.0,95370.0
20170609:2200,30.7,17.55,0.0,0.0,0.0,380.2,3.31,160.0,95408.0
20170609:2300,29.72,18.6,0.0,0.0,0.0,384.8,3.45,165.0,95389.0
20170610:0000,28.69,19.8,0.0,0.0,0.0,370.8,3.72,182.0,95398.0
20170610:0100,27.99,20.65,0.0,0.0,0.0,374.45,3.79,198.0,95332.0
20170610:0200,27.32,21.5,0.0,0.0,0.0,376.0,3.52,205.0,95313.0
20170610:0300,26.29,22.85,0.0,0.0,0.0,362.6,3.17,205.0,95276.0
20170610:0400,25.68,23.65,0.0,0.0,0.0,379.8,2.9,201.0,95304.0
20170610:0500,25.07,24.35,24.0,10.9,23.0,374.4,2.97,202.0,95313.0
20170610:0600,25.41,23.75,227.0,400.89,109.0,371.2,2.69,209.0,95370.0
20170610:0700,28.59,19.4,439.0,580.18,154.0,354.4,2.97,235.0,95408.0
20170610:0800,31.32,16.1,630.0,644.31,199.0,367.8,3.24,230.0,95436.0
20170610:0900,33.22,14.35,797.0,700.3,226.0,379.0,3.03,221.0,95436.0
20170610:1000,34.68,13.3,919.0,735.44,242.0,396.65,2.48,208.0,95389.0
20170610:1100,35.73,12.6,931.0,614.97,330.0,408.05,2.48,190.0,95370.0
20170610:1200,36.7,11.9,863.0,461.42,410.0,409.65,2.69,183.0,95351.0
20170610:1300,37.22,11.5,850.0,530.2,355.0,419.65,2.9,175.0,95248.0
20170610:1400,37.48,11.3,815.0,693.65,235.0,419.45,3.1,175.0,95210.0
20170610:1500,37.5,11.35,710.0,844.79,122.0,416.65,3.17,185.0,95182.0
20170610:1600,37.56,11.25,503.0,740.28,116.0,412.25,3.24,192.0,95135.0
20170610:1700,37.3,11.35,275.0,527.1,102.0,402.25,2.97,201.0,95125.0
20170610:1800,36.93,11.55,79.0,278.7,44.0,388.85,2.83,206.0,95144.0
20170610:1900,35.41,12.7,0.0,0.0,0.0,389.0,3.52,194.0,95154.0
20170610:2000,34.36,13.7,0.0,0.0,0.0,403.05,3.93,195.0,95172.0
20170610:2100,32.94,15.05,0.0,0.0,0.0,382.4,3.03,209.0,95248.0
20170610:2200,31.37,16.95,0.0,0.0,0.0,371.0,2.21,248.0,95229.0
20170610:2300,29.7,19.6,0.0,0.0,0.0,366.8,2.07,281.0,95295.0
20170611:0000,28.21,22.55,0.0,0.0,0.0,364.4,1.93,293.0,95229.0
20170611:0100,27.19,24.95,0.0,0.0,0.0,362.65,1.72,307.0,95210.0
20170611:0200,27.65,24.45,0.0,0.0,0.0,359.8,1.31,336.0,95172.0
20170611:0300,27.53,24.6,0.0,0.0,0.0,357.8,1.24,42.0,95144.0
20170611:0400,24.96,28.45,0.0,0.0,0.0,356.6,1.93,75.0,95163.0
20170611:0500,23.75,29.35,46.0,141.67,33.0,347.4,2.21,86.0,95172.0
20170611:0600,23.96,27.7,216.0,343.21,115.0,346.2,2.07,86.0,95229.0
20170611:0700,27.05,20.0,363.0,295.26,218.0,353.2,2.21,75.0,95257.0
20170611:0800,30.54,15.15,651.0,723.71,167.0,358.4,3.1,85.0,95304.0
20170611:0900,32.46,13.8,819.0,771.54,190.0,367.6,3.79,91.0,95276.0
20170611:1000,34.06,13.05,908.0,706.13,258.0,377.4,4.07,99.0,95276.0
20170611:1100,35.37,12.5,1025.0,859.42,185.0,385.0,4.0,109.0,95257.0
20170611:1200,36.43,12.05,1019.0,828.9,205.0,391.85,4.0,119.0,95210.0
20170611:1300,37.2,11.6,976.0,859.67,173.0,394.85,3.93,126.0,95154.0
20170611:1400,37.61,11.3,849.0,793.47,185.0,403.45,3.66,129.0,95078.0
20170611:1500,37.76,11.2,683.0,734.67,171.0,397.65,3.45,126.0,95012.0
20170611:1600,37.5,11.55,486.0,654.78,143.0,402.25,3.38,114.0,94965.0
20170611:1700,37.1,11.4,248.0,364.27,128.0,409.25,3.03,103.0,94909.0
20170611:1800,36.46,11.95,61.0,110.31,47.0,403.25,3.93,102.0,94965.0
20170611:1900,35.39,12.4,0.0,0.0,0.0,383.6,3.72,115.0,94956.0
20170611:2000,34.0,13.5,0.0,0.0,0.0,374.8,4.0,118.0,95012.0
20170611:2100,32.71,14.6,0.0,0.0,0.0,369.2,4.21,116.0,95097.0
20170611:2200,31.46,15.95,0.0,0.0,0.0,366.8,4.62,112.0,95097.0
20170611:2300,30.34,18.05,0.0,0.0,0.0,365.0,4.9,112.0,95163.0
20170612:0000,29.29,21.0,0.0,0.0,0.0,367.0,4.48,114.0,95116.0
20170612:0100,28.11,24.3,0.0,0.0,0.0,361.45,3.66,113.0,95106.0
20170612:0200,26.99,27.6,0.0,0.0,0.0,359.4,3.31,103.0,95106.0
20170612:0300,26.02,30.8,0.0,0.0,0.0,362.8,3.24,86.0,95097.0
20170612:0400,25.27,33.65,0.0,0.0,0.0,366.4,3.59,73.0,95135.0
20170612:0500,24.56,36.65,51.0,218.02,31.0,362.4,3.93,67.0,95182.0
20170612:0600,24.88,37.45,207.0,292.38,121.0,360.6,4.07,71.0,95266.0
20170612:0700,26.94,33.65,438.0,578.54,154.0,365.2,5.03,85.0,95313.0
20170612:0800,28.29,31.35,661.0,764.3,150.0,365.6,5.45,94.0,95332.0
20170612:0900,30.0,27.25,819.0,771.68,190.0,370.8,5.66,96.0,95342.0
20170612:1000,31.65,23.45,950.0,824.58,191.0,377.0,5.93,98.0,95332.0
20170612:1100,33.13,20.6,1019.0,842.98,195.0,384.2,6.07,97.0,95323.0
20170612:1200,34.21,18.6,1025.0,843.95,196.0,388.6,6.07,96.0,95285.0
20170612:1300,35.02,17.0,982.0,875.3,164.0,391.4,6.07,95.0,95219.0
20170612:1400,35.41,16.2,845.0,778.51,193.0,393.85,5.86,94.0,95182.0
20170612:1500,35.51,16.0,676.0,707.98,182.0,393.0,5.59,90.0,95135.0
20170612:1600,35.31,16.3,474.0,596.33,161.0,391.45,5.38,87.0,95097.0
20170612:1700,34.8,17.0,0.0,0.0,0.0,387.6,5.17,85.0,95078.0
20170612:1800,33.99,18.05,74.0,202.81,48.0,382.4,5.17,84.0,95050.0
20170612:1900,32.46,20.45,0.0,0.0,0.0,375.4,4.97,90.0,95088.0
20170612:2000,31.29,22.3,0.0,0.0,0.0,371.0,4.83,96.0,95135.0
